,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
19151,945 EAST 163RD STREET,2019-03-05,Residential,BRONX,10459,40.821004,-73.896209,Longwood
19169,154-02 119 AVENUE,2019-02-04,Residential,QUEENS,11434,40.679869,-73.788188,Baisley Park
19174,237 WEST 13TH STREET,2019-05-24,Residential,MANHATTAN,10011,40.738462,-74.001566,West Village
19183,42-49 159TH STREET,2019-03-29,Residential,QUEENS,11358,40.75989,-73.80687,East Flushing
19187,844 EAST 220TH STREE T,2019-02-21,Residential,BRONX,10469,40.882867,-73.858007,Williamsbridge-Olinville
19198,870 COURTLANDT AVE,2019-01-24,Residential,BRONX,10451,40.824487,-73.915639,Morrisania-Melrose
19199,1379 ST. JOHNS PLACE,2019-03-15,Residential,BROOKLYN,11213,40.670679,-73.932549,Crown Heights North
19202,164 ATKINS AVENUE,2019-04-05,Residential,BROOKLYN,11208,40.675079,-73.879142,East New York
19204,34-17 101 STREET,2019-03-21,Residential,QUEENS,11368,40.755254,-73.867057,North Corona
19207,1026 EAST 180TH STRE ET,2019-02-28,Residential,BRONX,10460,40.842807,-73.878531,East Tremont
19211,765 SOUTHERN   BOULE VARD,2019-05-09,Residential,BRONX,10455,40.815428,-73.897146,Longwood
19217,831 BARTHOLDI STREET,2019-01-30,Residential,BRONX,10467,40.87379,-73.862289,Williamsbridge-Olinville
19225,203 EAST 175TH ST,2019-03-26,Residential,BRONX,10457,40.846781,-73.907207,Mount Hope
19235,1080 ANDERSON AVENUE,2019-06-20,Residential,BRONX,10452,40.834171,-73.925716,Highbridge
19236,53 MONROE STREET,2019-03-07,Residential,MANHATTAN,10002,40.711653,-73.993702,Chinatown
19237,2081 GRAND CONCOURSE,2019-06-13,Residential,BRONX,10453,40.853587,-73.902686,Mount Hope
19239,179-51 EVELETH ROAD,2019-01-02,Residential,QUEENS,11434,40.682491,-73.761726,St. Albans
19246,540 COMMONWEALTH AVENUE,2019-02-20,Residential,BRONX,10473,40.815578,-73.864458,Soundview-Castle Hill-Clason Point-Harding Park
19248,465-467 EAST TREMONT  AVE,2019-06-06,Residential,BRONX,10457,40.8471,-73.898373,Claremont-Bathgate
19259,21 SOUTH END AVENUE,2019-05-13,Commercial,MANHATTAN,10280,40.708114,-74.01763,Battery Park City-Lower Manhattan
19268,571 VAN SICLEN AVE,2019-05-22,Residential,BROOKLYN,11207,40.665361,-73.888431,East New York
19269,2109 GLEASON AVENUE,2019-03-14,Residential,BRONX,10462,40.831618,-73.853321,Westchester-Unionport
19284,91-59 191ST STREET,2019-03-06,Residential,QUEENS,11423,40.712198,-73.768456,Hollis
19294,317A VANDERVOORT AVE,2019-01-18,Commercial,BROOKLYN,11211,40.716268,-73.934296,East Williamsburg
19317,2032 EAST 177TH ST A /K/A 2032 CROSS BRONX EXPRESSWAY,2019-04-09,Residential,BRONX,10472,40.831685,-73.856168,Westchester-Unionport
19320,147-23 227TH STREET,2019-05-29,Residential,QUEENS,11413,40.658103,-73.755056,Springfield Gardens South-Brookville
19334,530 EAST 138TH STREE T,2019-01-15,Residential,BRONX,10454,40.807145,-73.918291,Mott Haven-Port Morris
19341,2255 CRUGER AVE,2019-04-16,Residential,BRONX,10467,40.858779,-73.866564,Bronxdale
19350,3325 SNYDER AVENUE,2019-02-19,Residential,BROOKLYN,11203,40.649129,-73.946168,East Flatbush-Farragut
19353,147-23 227TH STREET,2019-05-29,Residential,QUEENS,11413,40.658103,-73.755056,Springfield Gardens South-Brookville
19363,1141 ELDER AVENUE,2019-04-11,Residential,BRONX,10472,40.827138,-73.878848,Soundview-Bruckner
19377,37-60 88TH STREET,2019-01-17,Residential,QUEENS,11372,40.74911,-73.878517,Jackson Heights
19380,40 RICHMAN PLAZA,2019-05-30,Residential,BRONX,10453,40.852084,-73.922436,University Heights-Morris Heights
19382,1360 EASTERN PARKWAY,2019-04-22,Residential,BROOKLYN,11233,40.668398,-73.923468,Crown Heights North
19385,94 RALPH AVENUE,2019-02-08,Residential,BROOKLYN,11221,40.686772,-73.923493,Stuyvesant Heights
19388,1231 FULTON AVENUE,2019-04-04,Residential,BRONX,10456,40.831032,-73.904244,Claremont-Bathgate
19394,1833 WESTCHESTER AVENUE A/K/A 1833-39 WESTCHESTER AVENUE,2019-01-29,Residential,BRONX,10472,40.832299,-73.864912,West Farms-Bronx River
19402,137-75 GERANIUM AVENUE,2019-05-16,Residential,QUEENS,11355,40.750143,-73.821985,Flushing
19416,147-15 NORTHERN BLVD,2019-02-11,Residential,QUEENS,11354,40.765183,-73.819104,Murray Hill
19422,943 EAST 214TH ST,2019-05-28,Residential,BRONX,10469,40.878017,-73.857796,Williamsbridge-Olinville
19446,49 ST. NICHOLAS TERRACE,2019-06-17,Residential,MANHATTAN,10027,40.813858,-73.951118,Manhattanville
19452,2364 TIEBOUT AVE,2019-01-22,Residential,BRONX,10458,40.858453,-73.896321,Bedford Park-Fordham North
19453,1037 AVENUE ST. JOHN,2019-03-08,Residential,BRONX,10455,40.812626,-73.901298,Longwood
19457,1112 AVENUE R,2019-04-29,Residential,BROOKLYN,11223,40.605378,-73.961494,Homecrest
19472,172-05 109TH AVENUE,2019-04-08,Residential,QUEENS,11433,40.698175,-73.782555,South Jamaica
19481,1995 SEDGWICK AVENUE,2019-03-11,Residential,BRONX,10453,40.857135,-73.916086,University Heights-Morris Heights
19492,2936 AVENUE W,2019-03-11,Residential,BROOKLYN,11229,40.595954,-73.940644,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
19502,5425 FLATLANDS AVENU E,2019-01-23,Commercial,BROOKLYN,11234,40.628758,-73.923729,Flatlands
19509,35-20 LEVERICH STREET,2019-03-14,Commercial,QUEENS,11372,40.75025,-73.895406,Jackson Heights
19515,88-25 148TH STREET,2019-02-01,Residential,QUEENS,11435,40.704848,-73.807899,Jamaica
19519,110-51 65TH AVENUE - APT 76-A,2019-05-29,Residential,QUEENS,11375,40.732417,-73.846247,Forest Hills
19520,683 EAST 231ST   STR EET,2019-02-28,Commercial,BRONX,10466,40.892319,-73.858956,Williamsbridge-Olinville
19522,5 TUDOR CITY PLACE - APT B02,2019-05-08,Residential,MANHATTAN,10017,40.748054,-73.971185,Turtle Bay-East Midtown
19539,1586 UNIVERSITY AVENUE,2019-05-29,Commercial,BRONX,10453,40.846991,-73.920414,University Heights-Morris Heights
19551,3030 EMMONS AVENUE,2019-03-18,Residential,BROOKLYN,11235,40.583919,-73.937886,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
19557,2036 CROPSEY AVENUE,2019-05-20,Residential,BROOKLYN,11214,40.599543,-74.001873,Bath Beach
19562,5201 SNYDER AVE AKA 417 EAST 52ND ST,2019-01-16,Residential,BROOKLYN,11203,40.650244,-73.928119,Rugby-Remsen Village
19565,844 MIDWOOD STREET,2019-06-03,Residential,BROOKLYN,11203,40.661267,-73.932332,Prospect Lefferts Gardens-Wingate
19569,577 CRESCENT STREET,2019-01-16,Residential,BROOKLYN,11208,40.673718,-73.869574,East New York
19580,3489 SEYMOUR AVENUE,2019-02-26,Residential,BRONX,10469,40.877793,-73.849925,Eastchester-Edenwald-Baychester
19582,26-35 3RD ST AKA 3-01 27TH AVENUE,2019-01-23,Commercial,QUEENS,11102,40.77587,-73.933793,Old Astoria
19583,959 SAINT MARKS AVE,2019-06-11,Residential,BROOKLYN,11213,40.674641,-73.939528,Crown Heights North
19586,4016 CARPENTER AVE,2019-06-13,Residential,BRONX,10466,40.889927,-73.862657,Williamsbridge-Olinville
19587,542 E 138 ST,2019-05-14,Residential,BRONX,10454,40.807026,-73.918016,Mott Haven-Port Morris
19592,389 CRESCENT STREET MIDDLE FLOOR,2019-03-20,Residential,BROOKLYN,11208,40.679273,-73.870962,Cypress Hills-City Line
19601,1448 NOSTRAND AVENUE,2019-03-27,Commercial,BROOKLYN,11226,40.65103,-73.949608,Prospect Lefferts Gardens-Wingate
19611,1701 EASTBURN AVENUE,2019-01-18,Residential,BRONX,10457,40.844336,-73.908519,Mount Hope
19636,940 EAST 230TH STREET,2019-05-01,Residential,BRONX,10466,40.889098,-73.851512,Williamsbridge-Olinville
19649,34 GRANT AVENUE,2019-01-07,Residential,BROOKLYN,11208,40.690013,-73.868806,Cypress Hills-City Line
19653,315 5TH AVENUE,2019-04-09,Commercial,BROOKLYN,11215,40.672929,-73.983161,Park Slope-Gowanus
19665,250 LOTT AVENUE,2019-04-01,Residential,BROOKLYN,11212,40.658439,-73.904323,Brownsville
19677,285 CLIFTON PLACE,2019-04-15,Residential,BROOKLYN,11216,40.689032,-73.952273,Bedford
19680,30 MACOMBS PLACE,2019-04-22,Residential,MANHATTAN,10039,40.826195,-73.938726,Central Harlem North-Polo Grounds
19692,141-30 PERSHING CRESCENT,2019-03-28,Residential,QUEENS,11435,40.712047,-73.815998,Briarwood-Jamaica Hills
19705,215-04 110TH AVE,2019-03-14,Residential,QUEENS,11429,40.708316,-73.742214,Queens Village
19711,54 WEST 174TH STREET,2019-05-09,Residential,BRONX,10453,40.847474,-73.915816,University Heights-Morris Heights
19722,87-03 DUMONT AVENUE,2019-03-26,Residential,QUEENS,11417,40.672971,-73.848893,Ozone Park
19736,1140 PARK PLACE,2019-06-27,Residential,BROOKLYN,11213,40.672846,-73.939743,Crown Heights North
19760,161 VARICK STREET,2019-05-29,Commercial,MANHATTAN,10013,40.726714,-74.005625,SoHo-TriBeCa-Civic Center-Little Italy
19767,193-04 LINDEN BOULEVARD,2019-02-25,Commercial,QUEENS,11412,40.692738,-73.758412,St. Albans
19772,543 WEST 43RD STREET,2019-04-24,Commercial,MANHATTAN,10036,40.760999,-73.99661,Clinton
19773,60 EAST 93RD STREET,2019-01-08,Residential,BROOKLYN,11212,40.662494,-73.927007,Rugby-Remsen Village
19786,187 BEACH 115TH STREET,2019-05-17,Residential,QUEENS,11694,40.579628,-73.836015,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
19814,1511-1521 SHERIDAN A VENUE,2019-03-28,Residential,BRONX,10457,40.840968,-73.911339,East Concourse-Concourse Village
19819,605 EAST 169TH STREET,2019-06-27,Residential,BRONX,10456,40.831884,-73.902389,Morrisania-Melrose
19820,1075 WEBSTER AVENUE,2019-05-06,Residential,BRONX,10456,40.828785,-73.911648,East Concourse-Concourse Village
19825,275 79TH STREET,2019-04-29,Commercial,BROOKLYN,11209,40.628777,-74.029833,Bay Ridge
19826,4381 BARNES AVENUE,2019-01-16,Residential,BRONX,10466,40.897245,-73.851914,Woodlawn-Wakefield
19830,33-25 72ND STREET,2019-02-13,Residential,QUEENS,11372,40.75371,-73.894495,Jackson Heights
19832,720 WEST 181ST STREE T,2019-01-08,Residential,MANHATTAN,10033,40.85049,-73.936842,Washington Heights South
19833,251 EAST 91ST STREET,2019-05-15,Residential,BROOKLYN,11212,40.658878,-73.925407,Rugby-Remsen Village
19839,1834 CATON AVE,2019-02-04,Residential,BROOKLYN,11226,40.651784,-73.962358,Flatbush
19847,18502 NASHVILLE BOUL EVARD,2019-02-15,Residential,QUEENS,11413,40.681095,-73.75853,St. Albans
19855,259 MARTENSE STREET,2019-01-09,Residential,BROOKLYN,11226,40.651659,-73.950573,Prospect Lefferts Gardens-Wingate
19864,4568-70 MANHATTAN COLLEGE PARKWAY,2019-04-26,Residential,BRONX,10471,40.889247,-73.900363,Spuyten Duyvil-Kingsbridge
19891,611 EAST 182ND STREET,2019-03-26,Residential,BRONX,10468,40.851755,-73.889427,Belmont
19892,185 WEST END AVENUE,2019-04-05,Residential,MANHATTAN,10023,40.777722,-73.986012,Lincoln Square
19900,3220 AVENUE H,2019-01-28,Residential,BROOKLYN,11210,40.631787,-73.945324,Flatlands
19907,25-95 STEINWAY STREET,2019-01-23,Commercial,QUEENS,11103,40.767509,-73.91204,Astoria
19908,186 SUYDAM STREET,2019-05-17,Residential,BROOKLYN,11221,40.699888,-73.925906,Bushwick South
19910,111 WADSWORTH AVENUE,2019-02-07,Residential,MANHATTAN,10033,40.848209,-73.936139,Washington Heights South
19911,106-02 NORTHERN BOUL EVARD,2019-05-13,Residential,QUEENS,11368,40.757755,-73.862659,North Corona
19914,109-05 72ND AVENUE,2019-02-27,Residential,QUEENS,11375,40.720767,-73.84162,Forest Hills
19921,111 BRIDGE STREET,2019-06-06,Residential,BROOKLYN,11201,40.701003,-73.984784,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
19924,65-61 SAUNDERS STREET,2019-01-30,Residential,QUEENS,11374,40.7274,-73.85762,Forest Hills
19933,2262 WEBSTER AVENUE,2019-06-05,Commercial,BRONX,10457,40.855757,-73.895891,Fordham South
19934,215 EAST GUN HILL RO AD,2019-04-09,Residential,BRONX,10467,40.880427,-73.877113,Norwood
19936,2066 E 34TH STREET,2019-05-30,Residential,BROOKLYN,11234,40.607661,-73.93154,Georgetown-Marine Park-Bergen Beach-Mill Basin
19939,2079 E.52 STREET,2019-02-13,Residential,BROOKLYN,11234,40.610611,-73.92223,Georgetown-Marine Park-Bergen Beach-Mill Basin
19940,2612 BROADWAY,2019-06-20,Residential,MANHATTAN,10025,40.796347,-73.970536,Upper West Side
19948,690 ALLERTON AVENUE,2019-04-05,Residential,BRONX,10467,40.865415,-73.867748,Bronxdale
19957,3520 OLINVILLE AVE,2019-02-07,Residential,BRONX,10467,40.878647,-73.867815,Williamsbridge-Olinville
19968,137-31 132ND AVENUE A/K/A 13731 132ND AVENUE,2019-01-07,Residential,QUEENS,11436,40.669873,-73.800422,Baisley Park
19981,1575 THIERIOT AVENUE,2019-03-08,Residential,BRONX,10460,40.839936,-73.866038,West Farms-Bronx River
19983,2180 BOLTON STREET,2019-05-14,Residential,BRONX,10462,40.85579,-73.868649,Pelham Parkway
19990,343-345 BEDFORD AVE.,2019-01-29,Residential,BROOKLYN,11211,40.71218,-73.962757,North Side-South Side
19996,719 CROTONA PARK NORTH,2019-04-19,Residential,BRONX,10457,40.841867,-73.893535,East Tremont
20001,562 MORRIS AVENUE,2019-05-01,Residential,BRONX,10451,40.817945,-73.922494,Melrose South-Mott Haven North
20015,2342 ATLANTIC AVENUE,2019-02-20,Residential,BROOKLYN,11233,40.676149,-73.907499,Ocean Hill
20017,255-43 147TH DRIVE,2019-04-26,Residential,QUEENS,11422,40.655811,-73.733811,Rosedale
20018,1135 PELHAM PARKWAY NORTH,2019-01-22,Residential,BRONX,10469,40.858298,-73.854455,Allerton-Pelham Gardens
20019,155 WYONA STREET,2019-05-15,Residential,BROOKLYN,11207,40.675313,-73.893786,East New York
20031,146-63 177 STREET,2019-01-09,Residential,QUEENS,11412,40.661346,-73.76905,Springfield Gardens South-Brookville
20041,2010 POWELL AVE,2019-03-13,Residential,BRONX,10472,40.83048,-73.856225,Westchester-Unionport
20048,298 SCHENCK AVENUE,2019-01-11,Residential,BROOKLYN,11207,40.673637,-73.888691,East New York
20052,3521 DEKALB AVENUE,2019-05-28,Residential,BRONX,10467,40.882887,-73.879962,Norwood
20074,90-51 PITKIN AVENUE,2019-02-28,Residential,QUEENS,11417,40.672722,-73.844824,Ozone Park
20078,259 EAST TREMONT AVE,2019-01-24,Residential,BRONX,10457,40.848793,-73.90376,Mount Hope
20094,54-81 ALMEDA AVENUE,2019-05-10,Residential,QUEENS,11692,40.597546,-73.7877,Hammels-Arverne-Edgemere
20096,155-24 113TH AVENUE,2019-01-28,Residential,QUEENS,11433,40.687804,-73.79227,South Jamaica
20098,254 CRESCENT STREET,2019-01-30,Residential,BROOKLYN,11208,40.683007,-73.871993,Cypress Hills-City Line
20104,126-14 MERRICK BLVD.,2019-02-22,Commercial,QUEENS,11434,40.681866,-73.766095,St. Albans
20109,315 BEACH 87TH STREET,2019-04-18,Residential,QUEENS,11693,40.589108,-73.812333,Hammels-Arverne-Edgemere
20113,714 56TH STREET,2019-01-28,Residential,BROOKLYN,11220,40.638834,-74.009011,Sunset Park East
20115,450 SAPPHIRE STREET,2019-06-10,Residential,BROOKLYN,11208,40.667324,-73.856544,East New York
20120,429 DUMONT AVENUE,2019-03-25,Residential,BROOKLYN,11212,40.664999,-73.903311,Brownsville
20123,300 TROUTMAN STREET,2019-01-14,Residential,BROOKLYN,11237,40.704026,-73.925353,Bushwick North
20127,345 JEFFERSON AVENUE,2019-01-25,Residential,BROOKLYN,11211,40.68403,-73.943616,Bedford
20132,1116 MADISON AVENUE A/K/A 25 EAST 83RD STREET - CORNER RETAIL STORE & BASEMENT,2019-06-12,Commercial,MANHATTAN,10028,40.779069,-73.96013,Upper East Side-Carnegie Hill
20135,543 CHESTER STREET,2019-01-24,Residential,BROOKLYN,11212,40.658256,-73.908778,Brownsville
20136,29 TOMPKINS COURT,2019-03-01,Residential,STATEN ISLAND,10310,40.639631,-74.120289,West New Brighton-New Brighton-St. George
20140,37-22 63RD STREET,2019-03-08,Residential,QUEENS,11377,40.748585,-73.89987,Woodside
20159,605 WEST 42ND ST,2019-02-26,Residential,MANHATTAN,10036,40.76096,-73.998617,Clinton
20166,1465 TOWNSEND AVENUE,2019-05-30,Residential,BRONX,10452,40.841331,-73.915766,West Concourse
20182,58 W 129TH ST,2019-02-01,Residential,MANHATTAN,10027,40.809802,-73.942422,Central Harlem North-Polo Grounds
20190,240 EAST 55TH STREET,2019-01-29,Residential,MANHATTAN,10022,40.758532,-73.96751,Turtle Bay-East Midtown
20193,97-30 57TH AVENUE,2019-04-01,Residential,QUEENS,11368,40.737458,-73.863022,Corona
20201,1354 EAST 40TH STREE T  1ST FLOOR,2019-02-25,Residential,BROOKLYN,11234,40.6228,-73.934341,Flatlands
20210,2473 DAVIDSON AVENUE,2019-05-28,Residential,BRONX,10468,40.863434,-73.901761,Kingsbridge Heights
20214,199 EAST 53RD STREET,2019-05-15,Residential,BROOKLYN,11203,40.655059,-73.927797,Rugby-Remsen Village
20219,463 DEKALB AVENUE,2019-06-24,Commercial,BROOKLYN,11205,40.690536,-73.958726,Clinton Hill
20222,333 BEACH 32ND   STR EET,2019-06-12,Residential,QUEENS,11691,40.596365,-73.764727,Hammels-Arverne-Edgemere
20238,1445 GENEVA LOOP,2019-03-28,Residential,BROOKLYN,11239,40.646298,-73.879652,Starrett City
20248,1253 HERKIMER STREET,2019-05-29,Residential,BROOKLYN,11233,40.677596,-73.912065,Ocean Hill
20249,37-33 COLLEGE POINT BLVD,2019-03-05,Residential,QUEENS,11354,40.760041,-73.834845,Flushing
20251,4342 EDSON AVENUE,2019-05-09,Residential,BRONX,10466,40.897633,-73.846415,Woodlawn-Wakefield
20257,40 RICHMAN PLAZA,2019-06-27,Residential,BRONX,10453,40.852084,-73.922436,University Heights-Morris Heights
20265,29 EAST 29TH STREET       ROOM 626,2019-02-19,Residential,MANHATTAN,10016,40.744488,-73.984893,Midtown-Midtown South
20269,707 BEACH 9TH STREET,2019-05-13,Residential,QUEENS,11691,40.602163,-73.745484,Far Rockaway-Bayswater
20285,4-10 27TH AVENUE,2019-02-07,Residential,QUEENS,11102,40.77467,-73.933296,Old Astoria
20293,494-496 EAST 167TH STREET,2019-05-21,Residential,BRONX,10456,40.829607,-73.907076,Morrisania-Melrose
20301,366 CLIFTON PLACE,2019-05-08,Residential,BROOKLYN,11216,40.6893,-73.94981,Bedford
20302,626 SUTTER AVENUE,2019-03-01,Residential,BROOKLYN,11207,40.669285,-73.895739,East New York (Pennsylvania Ave)
20304,180 TROY AVENUE,2019-03-15,Residential,BROOKLYN,11213,40.673294,-73.9363,Crown Heights North
20307,1179 FOREST AVENUE,2019-06-18,Residential,BRONX,10456,40.829122,-73.901678,Morrisania-Melrose
20308,211-05 75TH AVENUE,2019-03-21,Residential,QUEENS,11364,40.737788,-73.760774,Oakland Gardens
20317,285 HAWTHORNE STREET,2019-01-23,Residential,BROOKLYN,11225,40.657796,-73.951138,Prospect Lefferts Gardens-Wingate
20320,665 WESTCHESTER AVE,2019-06-27,Residential,BRONX,10455,40.816258,-73.908139,Melrose South-Mott Haven North
20321,119 MACDONOUGH ST,2019-02-27,Residential,BROOKLYN,11216,40.681254,-73.941707,Bedford
20334,23 NEW LOTS AVENUE,2019-03-13,Residential,BROOKLYN,11212,40.656943,-73.904044,Brownsville
20337,166 WEST 75TH STREET,2019-05-14,Residential,MANHATTAN,10023,40.780386,-73.979812,Upper West Side
20355,208-01 JAMAICA AVENUE,2019-05-29,Commercial,QUEENS,11428,40.714403,-73.752107,Queens Village
20365,131 WEST 170TH STREET,2019-02-01,Residential,BRONX,10452,40.841029,-73.923728,Highbridge
20397,82-01 BRITTON AVENUE,2019-01-04,Residential,QUEENS,11373,40.742892,-73.882563,Elmhurst
20404,10 LEWIS AVENUE,2019-05-14,Residential,BROOKLYN,11206,40.698045,-73.93809,Stuyvesant Heights
20405,1418 PROSPECT AVENUE,2019-06-26,Residential,BRONX,10459,40.832697,-73.89653,Crotona Park East
20421,1656 ST JOHNS PLACE,2019-03-11,Residential,BROOKLYN,11233,40.670146,-73.92313,Crown Heights North
20434,911 E. 175TH ST,2019-04-11,Residential,BRONX,10460,40.839454,-73.88703,East Tremont
20449,1958 MCGRAW AVENUE,2019-03-19,Residential,BRONX,10462,40.834902,-73.858875,Parkchester
20452,462 EAST 144 STREET,2019-01-22,Residential,BRONX,10454,40.812022,-73.917952,Mott Haven-Port Morris
20461,43-03 163RD STREET,2019-04-15,Residential,QUEENS,11358,40.758322,-73.803309,East Flushing
20462,1310 PENNSYLVANIA AVENUE,2019-02-11,Residential,BROOKLYN,11239,40.649,-73.88306,Starrett City
20480,ONE COLUMBUS PLACE,2019-05-13,Residential,MANHATTAN,10019,40.768916,-73.985,Lincoln Square
20481,295 FT. WASHINGTON A VENUE,2019-04-18,Residential,MANHATTAN,10032,40.845164,-73.940613,Washington Heights South
20484,180-02 146TH ROAD,2019-04-29,Residential,QUEENS,11434,40.662427,-73.765921,Springfield Gardens South-Brookville
20494,293 WYONA STREET,2019-04-05,Residential,BROOKLYN,11207,40.671681,-73.892858,East New York
20511,133-38 SANFORD  AVEN UE,2019-05-03,Residential,QUEENS,11355,40.75589,-73.830423,Flushing
20519,3091 WEBSTER AVENUE,2019-04-09,Residential,BRONX,10467,40.870753,-73.8775,Norwood
20536,871 ELTON AVENUE,2019-06-25,Residential,BRONX,10451,40.823282,-73.912443,Morrisania-Melrose
20539,365 WEST 28TH STREET,2019-05-23,Residential,MANHATTAN,10001,40.749501,-73.998444,Hudson Yards-Chelsea-Flatiron-Union Square
20541,33 HEMLOCK STREET,2019-05-13,Residential,BROOKLYN,11208,40.68898,-73.872371,Cypress Hills-City Line
20542,41-12 HAIGHT STREET,2019-06-13,Residential,QUEENS,11355,40.755525,-73.834391,Flushing
20556,3220 STEUBEN AVENUE,2019-01-18,Residential,BRONX,10467,40.877353,-73.881718,Norwood
20557,3333 HENRY HUDSON PARKWAY,2019-01-29,Residential,BRONX,10463,40.885555,-73.91375,North Riverdale-Fieldston-Riverdale
20558,1950 BRYANT AVENUE,2019-02-21,Residential,BRONX,10460,40.840341,-73.881849,East Tremont
20562,125 A WEST 168TH STREET,2019-01-10,Residential,BRONX,10452,40.838442,-73.925495,Highbridge
20567,544 SCHENCK AVENUE,2019-06-12,Residential,BROOKLYN,11207,40.667081,-73.887015,East New York
20577,320 EAST 115 STREET,2019-05-14,Residential,MANHATTAN,10029,40.795994,-73.937569,East Harlem North
20582,705 GERARD AVENUE,2019-02-25,Residential,BRONX,10451,40.82403,-73.926992,West Concourse
20584,575 HANCOCK STREET - APT 4-C,2019-02-07,Residential,BROOKLYN,11233,40.684636,-73.931825,Stuyvesant Heights
20597,3525 EASTCHESTER ROA D,2019-04-16,Residential,BRONX,10469,40.879072,-73.847485,Eastchester-Edenwald-Baychester
20598,136-39 57TH ROAD,2019-03-19,Residential,QUEENS,11355,40.746316,-73.828827,Queensboro Hill
20611,578 EAST 85TH STREET,2019-05-13,Residential,BROOKLYN,11236,40.641448,-73.913622,Canarsie
20616,134-49 161ST ST.,2019-05-29,Residential,QUEENS,11434,40.672765,-73.776358,Springfield Gardens North
20617,1738 EAST GUNHILL ROAD,2019-02-11,Commercial,BRONX,10469,40.864576,-73.835023,Allerton-Pelham Gardens
20619,420 LEXINGTON AVENUE,2019-02-15,Commercial,MANHATTAN,10170,40.752262,-73.975464,Turtle Bay-East Midtown
20627,3111 AURELIA COURT,2019-05-01,Residential,BROOKLYN,11210,40.630017,-73.945845,Flatbush
20635,141-45 84TH DRIVE,2019-03-12,Residential,QUEENS,11435,40.710554,-73.815775,Briarwood-Jamaica Hills
20638,14-72 BEACH CHANNEL DRIVE,2019-04-08,Residential,QUEENS,11691,40.61006,-73.753568,Far Rockaway-Bayswater
20645,626 MORRIS AVENUE,2019-01-22,Residential,BRONX,10451,40.819139,-73.921954,Melrose South-Mott Haven North
20648,36 INNIS ST.,2019-05-14,Residential,STATEN ISLAND,10302,40.633715,-74.142479,Port Richmond
20658,470 WEST 141ST STREET,2019-03-05,Residential,MANHATTAN,10031,40.82236,-73.948698,Hamilton Heights
20659,547 HOWARD AVENUE,2019-02-05,Residential,BROOKLYN,11233,40.668898,-73.920053,Ocean Hill
20666,1183 GATES AVENUE,2019-05-29,Residential,BROOKLYN,11221,40.691839,-73.919777,Bushwick South
20673,3060 DECATUR AVENUE,2019-01-18,Residential,BRONX,10467,40.870993,-73.879025,Norwood
20674,557 CHESTER STREET,2019-03-14,Residential,BROOKLYN,11212,40.657554,-73.908599,Brownsville
20676,82 UTICA AVENUE,2019-02-25,Residential,BROOKLYN,11213,40.676143,-73.930438,Crown Heights North
20677,122 SPARTAN AVE.,2019-06-04,Residential,STATEN ISLAND,10303,40.625856,-74.165583,Mariner's Harbor-Arlington-Port Ivory-Graniteville
20685,520 CONCORD AVENUE,2019-03-07,Residential,BRONX,10455,40.812399,-73.908379,Mott Haven-Port Morris
20692,763 LINCOLN AVENUE,2019-03-12,Residential,BROOKLYN,11208,40.670151,-73.865821,East New York
20697,3667 WHITE PLAINS RO AD,2019-01-17,Residential,BRONX,10467,40.880789,-73.864394,Williamsbridge-Olinville
20703,75 LASALLE STREET,2019-02-28,Residential,MANHATTAN,10027,40.813235,-73.958325,Morningside Heights
20704,40-36 67TH STREET,2019-05-29,Residential,QUEENS,11377,40.745572,-73.898012,Woodside
20706,162 WEST 165 STREET,2019-02-14,Residential,BRONX,10452,40.834596,-73.92916,Highbridge
20724,2501 COLDEN AVENUE,2019-02-07,Residential,BRONX,10469,40.86344,-73.85969,Bronxdale
20727,3275 PERRY AVENUE,2019-03-12,Residential,BRONX,10467,40.876509,-73.875753,Norwood
20744,514 48TH STREET,2019-04-05,Residential,BROOKLYN,11220,40.645889,-74.008609,Sunset Park East
20747,1270 MORRIS AVENUE,2019-04-30,Residential,BRONX,10456,40.834967,-73.913085,East Concourse-Concourse Village
20767,109-12C ROCKAWAY BEACH BLVD,2019-01-04,Residential,QUEENS,11694,40.581526,-73.831067,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
20771,112-05 205TH STREET,2019-01-28,Commercial,QUEENS,11412,40.703697,-73.75135,Queens Village
20789,1036 NAMEOKE STREET,2019-02-15,Residential,QUEENS,11691,40.603526,-73.74904,Far Rockaway-Bayswater
20791,1226 HERKIMER STREET,2019-06-10,Residential,BROOKLYN,11233,40.677621,-73.912789,Ocean Hill
20796,15 TARGEE ST.,2019-04-11,Residential,STATEN ISLAND,10304,40.626859,-74.083146,Stapleton-Rosebank
20801,1927 PILGRIM AVENUE,2019-01-18,Residential,BRONX,10461,40.850246,-73.833034,Pelham Bay-Country Club-City Island
20806,834 PENFIELD STREET,2019-02-20,Residential,BRONX,10470,40.904212,-73.846504,Woodlawn-Wakefield
20810,87-34 169TH STREET,2019-06-03,Residential,QUEENS,11432,40.711444,-73.793448,Briarwood-Jamaica Hills
