,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
21448,609 EAST 156TH ST.,2017-02-01,Residential,BRONX,10455,40.819037,-73.909865,Melrose South-Mott Haven North
21451,2409 CROTONA AVENUE,2017-06-09,Residential,BRONX,10458,40.8544,-73.883393,Belmont
21453,69-73 W. TREMONT AVE,2017-06-05,Residential,BRONX,10453,40.851036,-73.912143,University Heights-Morris Heights
21458,1417 AVENUE K,2017-03-22,Residential,BROOKLYN,11230,40.622725,-73.961621,Midwood
21467,3333 HENRY HUDSON PARKWAY,2017-06-16,Residential,BRONX,10463,40.885555,-73.91375,North Riverdale-Fieldston-Riverdale
21470,2546-2548 7TH AVENUE,2017-05-25,Residential,MANHATTAN,10039,40.823211,-73.937941,Central Harlem North-Polo Grounds
21477,205 10TH AVENUE,2017-05-02,Commercial,MANHATTAN,10011,40.747184,-74.004547,Hudson Yards-Chelsea-Flatiron-Union Square
21479,2275 CRUGER AVE,2017-05-24,Residential,BRONX,10467,40.859026,-73.866557,Bronxdale
21489,6735 THIRD AVENUE,2017-06-01,Residential,BROOKLYN,11220,40.637026,-74.02551,Bay Ridge
21501,3780 WILLETT AVENUE,2017-02-06,Residential,BRONX,10467,40.8834,-73.864548,Williamsbridge-Olinville
21505,53 EAST 131ST STREET,2017-02-17,Residential,MANHATTAN,10037,40.80933,-73.937387,Central Harlem North-Polo Grounds
21511,443 95TH STREET,2017-03-16,Residential,BROOKLYN,11209,40.615311,-74.030375,Bay Ridge
21523,180 PARKHILL AVE.,2017-01-30,Residential,STATEN ISLAND,10304,40.614572,-74.082129,Grymes Hill-Clifton-Fox Hills
21524,109-07 LIBERTY AVE,2017-04-21,Commercial,QUEENS,11419,40.684216,-73.832495,South Ozone Park
21536,1182 WEST FARMS ROAD,2017-04-26,Residential,BRONX,10459,40.828251,-73.888696,Morrisania-Melrose
21547,847 EAST 226TH ST.,2017-02-15,Residential,BRONX,10466,40.887166,-73.855817,Williamsbridge-Olinville
21548,271 NASSAU AVENUE,2017-06-15,Residential,BROOKLYN,11222,40.726147,-73.940625,Greenpoint
21563,89 SACKMAN STREET,2017-03-03,Residential,BROOKLYN,11233,40.676636,-73.906056,Ocean Hill
21577,545 EAST 14TH ST.,2017-04-12,Residential,MANHATTAN,10009,40.729756,-73.978738,Stuyvesant Town-Cooper Village
21578,4053 CARPENTER AVE,2017-06-20,Residential,BRONX,10466,40.890972,-73.862109,Williamsbridge-Olinville
21579,330 HART STREET,2017-06-22,Residential,BROOKLYN,11206,40.694359,-73.938371,Stuyvesant Heights
21581,801 NEILL AVENUE,2017-03-08,Residential,BRONX,10462,40.850342,-73.864431,Pelham Parkway
21584,3-03 121 STREET,2017-02-27,Residential,QUEENS,11356,40.794207,-73.846429,College Point
21591,8635 21ST AVENUE,2017-01-06,Residential,BROOKLYN,11214,40.602524,-73.996827,Bensonhurst West
21594,800 SOUNDVIEW AVENUE,2017-01-19,Residential,BRONX,10473,40.821055,-73.865777,Soundview-Castle Hill-Clason Point-Harding Park
21600,37-18 NORTHERN BOULEVARD,2017-05-24,Commercial,QUEENS,11101,40.752096,-73.925887,Hunters Point-Sunnyside-West Maspeth
21605,3905 CARPENTER AVE,2017-02-01,Residential,BRONX,10466,40.886814,-73.864403,Williamsbridge-Olinville
21614,32-42 92ND STREET APT. B-502,2017-02-07,Residential,QUEENS,11369,40.757705,-73.876293,Jackson Heights
21637,1213 NEILSON STREET,2017-03-21,Residential,QUEENS,11691,40.606746,-73.74906,Far Rockaway-Bayswater
21638,67 WILSON AVENUE,2017-04-05,Residential,BROOKLYN,11237,40.702264,-73.928446,Bushwick North
21650,514 EAST 163RD STREET,2017-03-29,Residential,BRONX,10451,40.824215,-73.90919,Morrisania-Melrose
21651,514 EAST 163RD STREET,2017-03-29,Residential,BRONX,10451,40.824215,-73.90919,Morrisania-Melrose
21653,1580 THIERIOT AVE,2017-04-14,Residential,BRONX,10460,40.840063,-73.866078,West Farms-Bronx River
21657,23-23 31ST AVENUE,2017-01-24,Residential,QUEENS,11106,40.766562,-73.928203,Old Astoria
21664,88-31 85TH STREET,2017-01-17,Residential,QUEENS,11421,40.689814,-73.858072,Woodhaven
21670,60-52 MADISON ST,2017-05-11,Residential,QUEENS,11385,40.706745,-73.898627,Ridgewood
21676,442 EAST 184TH STREET,2017-06-14,Residential,BRONX,10458,40.856274,-73.893754,Claremont-Bathgate
21677,4637 FURMAN AVE. #2W,2017-06-23,Residential,BRONX,10470,40.902213,-73.85022,Woodlawn-Wakefield
21689,2185 DAVIDSON AVENUE,2017-04-10,Residential,BRONX,10453,40.857207,-73.905786,University Heights-Morris Heights
21695,11-25 127TH STREET,2017-03-29,Residential,QUEENS,11356,40.787466,-73.841032,College Point
21698,539 COURT STREET   2ND FLOOR,2017-05-08,Residential,BROOKLYN,11231,40.674457,-73.999697,Carroll Gardens-Columbia Street-Red Hook
21702,579 WEST 215TH ST,2017-06-01,Residential,MANHATTAN,10034,40.87178,-73.918898,Marble Hill-Inwood
21708,1041 UNIVERSITY AVE,2017-05-02,Residential,BRONX,10452,40.833829,-73.930754,Highbridge
21715,42-09 25TH AVENUE,2017-02-22,Residential,QUEENS,11103,40.767134,-73.909917,Astoria
21721,1990 LEXINGTON  AVENUE,2017-06-26,Residential,MANHATTAN,10035,40.802074,-73.939113,East Harlem North
21722,1195 BOSTON ROAD,2017-06-19,Residential,BRONX,10456,40.829205,-73.9027,Morrisania-Melrose
21723,2040 BRUCKNER BOULEV ARD,2017-01-09,Residential,BRONX,10473,40.826199,-73.854937,Westchester-Unionport
21730,167 WEST 133 STREET,2017-02-14,Residential,MANHATTAN,10030,40.813725,-73.94395,Central Harlem North-Polo Grounds
21737,73-12 153RD STREET,2017-02-21,Residential,QUEENS,11367,40.726498,-73.814197,Kew Gardens Hills
21741,907 EAST 221ST STREET,2017-06-09,Residential,BRONX,10469,40.883002,-73.855772,Williamsbridge-Olinville
21743,95-34 41ST AVENUE,2017-03-01,Residential,QUEENS,11373,40.747355,-73.869198,Elmhurst
21753,1212 OCEAN AVENUE,2017-02-06,Residential,BROOKLYN,11230,40.632432,-73.957671,Flatbush
21756,109 ELDRIDGE STREET,2017-04-04,Residential,MANHATTAN,10002,40.718126,-73.991995,Chinatown
21757,546 MAIN STREET,2017-04-03,Residential,MANHATTAN,10044,40.761781,-73.949762,Lenox Hill-Roosevelt Island
21758,1240 MORRISON AVENUE,2017-03-13,Residential,BRONX,10472,40.830664,-73.874874,West Farms-Bronx River
21768,24-33 ERICSSON STREET APARTMENT 2,2017-06-14,Residential,QUEENS,11369,40.766089,-73.867869,East Elmhurst
21770,120 BELLAMY LOOP,2017-02-24,Residential,BRONX,10475,40.872875,-73.826433,Co-op City
21793,625 MAIN STREET,2017-04-10,Residential,MANHATTAN,10044,40.763408,-73.948548,Lenox Hill-Roosevelt Island
21800,4606 RICHARDSON AVENUE,2017-06-28,Residential,BRONX,10470,40.902751,-73.852281,Woodlawn-Wakefield
21801,1306 ST.NICHOLAS AVE NUE,2017-02-22,Residential,MANHATTAN,10033,40.845719,-73.936351,Washington Heights South
21810,33-56 101 STREET,2017-06-21,Residential,QUEENS,11368,40.756457,-73.867293,North Corona
21811,117 WEST 141ST ST.,2017-01-13,Residential,MANHATTAN,10030,40.81818,-73.938726,Central Harlem North-Polo Grounds
21812,5030 BROADWAY,2017-01-03,Commercial,MANHATTAN,10034,40.868979,-73.917383,Marble Hill-Inwood
21816,2760 JEROME AVENUE,2017-05-16,Residential,BRONX,10468,40.869459,-73.895537,Van Cortlandt Village
21820,93 HAMILTON PLACE,2017-01-09,Residential,MANHATTAN,10031,40.823225,-73.950305,Hamilton Heights
21828,2949 EIGHTH AVENUE,2017-02-22,Residential,MANHATTAN,10039,40.829866,-73.936778,Central Harlem North-Polo Grounds
21830,42 MORTON STREET APT. 3,2017-01-24,Residential,MANHATTAN,10014,40.730823,-74.005192,West Village
21835,1888 JEROME AVENUE,2017-05-03,Commercial,BRONX,10453,40.849822,-73.910825,Mount Hope
21837,20 WEST 190TH STREET,2017-04-20,Residential,BRONX,10468,40.864117,-73.901051,Kingsbridge Heights
21838,321A BARBEY STREET,2017-06-20,Residential,BROOKLYN,11207,40.675025,-73.88809,East New York
21841,190-32 99TH AVENUE,2017-03-06,Residential,QUEENS,11423,40.709692,-73.767537,Hollis
21851,3602 AVE J,2017-05-22,Residential,BROOKLYN,11210,40.627341,-73.941099,Flatlands
21853,150 WEST 51ST STREET  UNIT 17-7 AKA 1707,2017-06-06,Residential,MANHATTAN,10019,40.761431,-73.982142,Midtown-Midtown South
21854,108 SEIGEL STREET,2017-04-26,Commercial,BROOKLYN,11206,40.704508,-73.942289,East Williamsburg
21861,1077 TELLER AVENUE,2017-01-05,Residential,BRONX,10456,40.829477,-73.913273,East Concourse-Concourse Village
21865,315 SEIGEL STREET,2017-01-20,Residential,BROOKLYN,11206,40.705572,-73.93396,Bushwick South
21871,1671 BRYANT AVENUE,2017-03-29,Residential,BRONX,10460,40.835061,-73.885971,Crotona Park East
21874,2327 CROTONA AVENUE,2017-04-11,Residential,BRONX,10458,40.852708,-73.884249,Belmont
21876,98-21 97TH AVENUE,2017-03-23,Commercial,QUEENS,11416,40.686771,-73.843929,Woodhaven
21879,861 41ST STREET,2017-06-28,Residential,BROOKLYN,11232,40.645395,-73.997186,Sunset Park East
21883,610 RIVERSIDE DR,2017-05-30,Residential,MANHATTAN,10031,40.822988,-73.955671,Hamilton Heights
21892,146-62 182ND STREET,2017-04-21,Residential,QUEENS,11413,40.66103,-73.764823,Springfield Gardens South-Brookville
21894,488 9TH AVE APT. 5N,2017-02-06,Residential,MANHATTAN,10001,40.755487,-73.994766,Hudson Yards-Chelsea-Flatiron-Union Square
21895,2529 MATTHEWS AVENUE,2017-02-24,Residential,BRONX,10467,40.863688,-73.862646,Bronxdale
21904,209 BROAD STREET,2017-01-10,Residential,STATEN ISLAND,10304,40.624036,-74.081391,Stapleton-Rosebank
21911,648 EAST 233RD STREET,2017-02-07,Residential,BRONX,10466,40.893946,-73.859133,Williamsbridge-Olinville
21919,140-22 182ND STREET,2017-06-21,Residential,QUEENS,11413,40.67163,-73.761953,Springfield Gardens North
21920,304 ECHO PLACE,2017-04-19,Residential,BRONX,10457,40.849346,-73.90279,Mount Hope
21922,36 WEST GUN HILL RD,2017-02-27,Residential,BRONX,10467,40.883351,-73.882655,Norwood
21925,2564 CRESTON AVENUE,2017-04-19,Residential,BRONX,10468,40.864522,-73.896922,Bedford Park-Fordham North
21927,421 EAST 70TH ST,2017-01-10,Residential,MANHATTAN,10021,40.766225,-73.95629,Lenox Hill-Roosevelt Island
21928,169-11 89TH AVENUE,2017-05-25,Residential,QUEENS,11432,40.709303,-73.791947,Jamaica
21932,486 PARK AVENUE,2017-01-27,Residential,BROOKLYN,11206,40.696736,-73.956941,Bedford
21934,101-17 JAMAICA AVE,2017-03-02,Residential,QUEENS,11418,40.695069,-73.846167,Richmond Hill
21936,48-46 47TH STREET,2017-03-29,Residential,QUEENS,11377,40.737975,-73.918798,Hunters Point-Sunnyside-West Maspeth
21937,370 8TH AVENUE ROOM 304,2017-05-09,Residential,MANHATTAN,10001,40.748765,-73.995947,Midtown-Midtown South
21946,811 CLASSON AVENUE,2017-01-09,Residential,BROOKLYN,11238,40.672894,-73.960781,Crown Heights North
21949,1171 MORRISON AVENUE,2017-02-17,Residential,BRONX,10472,40.82844,-73.874315,Soundview-Bruckner
21953,81-19 102 AVENUE,2017-03-16,Residential,QUEENS,11416,40.680321,-73.857176,Woodhaven
21958,1224 ST. NICHOLAS AV ENUE,2017-06-06,Residential,MANHATTAN,10032,40.843094,-73.938269,Washington Heights South
21961,1507 METROPOLITAN AVENUE,2017-05-09,Residential,BRONX,10462,40.839414,-73.858562,Parkchester
21963,1786 TOPPING AVENUE,2017-02-01,Residential,BRONX,10457,40.846214,-73.905618,Mount Hope
21968,1832 VICTOR STREET,2017-04-06,Residential,BRONX,10462,40.845907,-73.867169,Van Nest-Morris Park-Westchester Square
21970,215 COZINE AVENUE,2017-05-05,Residential,BROOKLYN,11207,40.655517,-73.884151,East New York
21972,261 EAST 31ST STREET,2017-02-03,Residential,BROOKLYN,11226,40.644151,-73.947869,Erasmus
21973,89 SACKMAN STREET,2017-03-03,Residential,BROOKLYN,11233,40.676636,-73.906056,Ocean Hill
21975,707 BEACH 9TH STREET,2017-06-26,Residential,QUEENS,11691,40.602163,-73.745484,Far Rockaway-Bayswater
21977,1710 POPHAM AVE,2017-05-12,Residential,BRONX,10453,40.850125,-73.920049,University Heights-Morris Heights
21981,975 SHERMAN AVENUE,2017-04-17,Residential,BRONX,10456,40.828727,-73.91885,East Concourse-Concourse Village
21989,22 EAST 119TH ST    UNIT 323,2017-05-02,Residential,MANHATTAN,10035,40.802263,-73.944274,East Harlem North
21991,686 ALABAMA AVENUE,2017-04-25,Residential,BROOKLYN,11207,40.659474,-73.89455,East New York (Pennsylvania Ave)
21993,598 E 183 ST AKA 2239 ADAMS PL,2017-01-03,Residential,BRONX,10457,40.85307,-73.889277,Belmont
22006,2783 ATLANTIC AVENUE,2017-03-21,Commercial,BROOKLYN,11207,40.676387,-73.891574,East New York
22010,1663 E. 172ND STREET,2017-06-13,Residential,BRONX,10472,40.832064,-73.872996,West Farms-Bronx River
22044,65 PARK TERRACE WEST,2017-01-10,Residential,MANHATTAN,10034,40.871288,-73.917431,Marble Hill-Inwood
22049,726A QUINCY STREET,2017-05-10,Residential,BROOKLYN,11221,40.6892,-73.931113,Stuyvesant Heights
22064,562 WEST 144TH STREET,2017-03-27,Residential,MANHATTAN,10031,40.825239,-73.949729,Hamilton Heights
22067,1985 OCEAN AVENUE,2017-02-17,Residential,BROOKLYN,11230,40.613126,-73.954002,Midwood
22068,2010 BERGEN STREET,2017-01-06,Residential,BROOKLYN,11233,40.674145,-73.914337,Ocean Hill
22072,2424 BEAUMONT AVENUE,2017-03-03,Residential,BRONX,10458,40.854862,-73.88409,Belmont
22075,206-09 86TH ROAD,2017-06-01,Residential,QUEENS,11427,40.723724,-73.762383,Jamaica Estates-Holliswood
22091,49 BRIGHTON AVENUE,2017-03-16,Residential,STATEN ISLAND,10301,40.637126,-74.088527,West New Brighton-New Brighton-St. George
22094,132-41 220TH STREET,2017-02-17,Residential,QUEENS,11413,40.68087,-73.748024,Laurelton
22095,2558 CRESTON AVE,2017-04-12,Residential,BRONX,10468,40.864358,-73.897027,Bedford Park-Fordham North
22098,97-31 120TH STREET,2017-06-19,Residential,QUEENS,11419,40.691281,-73.82546,Richmond Hill
22101,3990 BRONX BLVD.,2017-01-09,Commercial,BRONX,10466,40.889347,-73.864004,Williamsbridge-Olinville
22109,385 EDGECOMBE AVENUE,2017-04-13,Residential,MANHATTAN,10031,40.828169,-73.940567,Hamilton Heights
22110,119-14 ROCKAWAY BLVD.,2017-05-15,Commercial,QUEENS,11420,40.676073,-73.818906,South Ozone Park
22124,1091 PROSPECT AVENUE,2017-04-28,Residential,BRONX,10459,40.825826,-73.899078,Longwood
22130,89-16 175TH ST,2017-01-03,Residential,QUEENS,11432,40.710265,-73.786963,Jamaica
22134,20 HENDRICKS AVE.,2017-01-05,Residential,STATEN ISLAND,10301,40.640656,-74.081862,West New Brighton-New Brighton-St. George
22151,519 WEST 147TH STREET,2017-02-14,Residential,MANHATTAN,10031,40.82686,-73.947419,Hamilton Heights
22155,643 FRANKLIN AVENUE,2017-02-22,Residential,BROOKLYN,11238,40.676438,-73.955873,Crown Heights North
22161,31-33 104TH STREET,2017-02-03,Residential,QUEENS,11369,40.760615,-73.865137,East Elmhurst
22168,1490 BOSTON RD,2017-04-12,Residential,BRONX,10460,40.83457,-73.894461,Crotona Park East
22179,570 RIVERSIDE DRIVE,2017-06-22,Commercial,MANHATTAN,10031,40.820311,-73.958631,Manhattanville
22184,192 SPRING STREET APT. 19,2017-05-16,Residential,MANHATTAN,10012,40.725073,-74.003034,SoHo-TriBeCa-Civic Center-Little Italy
22196,9502 KINGS HIGHWAY,2017-03-01,Residential,BROOKLYN,11212,40.659176,-73.920321,Rugby-Remsen Village
22198,2253 HAVILAND AVE,2017-03-08,Residential,BRONX,10462,40.83072,-73.849034,Westchester-Unionport
22205,720 LENOX AVENUE,2017-04-24,Residential,MANHATTAN,10039,40.821198,-73.935663,Central Harlem North-Polo Grounds
22212,1690 EAST 174TH STRE ET,2017-06-19,Residential,BRONX,10472,40.834459,-73.872247,West Farms-Bronx River
22213,218-05 141 AVE,2017-05-22,Residential,QUEENS,11413,40.671563,-73.756102,Laurelton
22227,180 BEACH 117TH STREET,2017-01-04,Residential,QUEENS,11694,40.578958,-73.837773,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
22228,916 CARROLL STREET,2017-03-06,Residential,BROOKLYN,11225,40.66848,-73.961159,Crown Heights South
22239,780 GARDEN STREET,2017-03-21,Residential,BRONX,10460,40.849727,-73.883976,Belmont
22240,90-23 171 STREET,2017-05-01,Residential,QUEENS,11432,40.708812,-73.789467,Jamaica
22242,103-28 97TH ST,2017-05-23,Residential,QUEENS,11417,40.682062,-73.842895,Ozone Park
22244,571 FDR DRIVE,2017-05-30,Residential,MANHATTAN,10002,40.717341,-73.975513,Lower East Side
22245,2055 CRUGER AVENUE,2017-01-26,Residential,BRONX,10462,40.851882,-73.866784,Pelham Parkway
22246,2807 MERMAID AVENUE,2017-01-18,Residential,BROOKLYN,11224,40.575559,-73.994521,Seagate-Coney Island
22266,4 WEST 43RD STREET,2017-06-09,Commercial,MANHATTAN,10036,40.754371,-73.980932,Midtown-Midtown South
22277,115-70 203RD STREET,2017-02-21,Residential,QUEENS,11412,40.697228,-73.750436,St. Albans
22302,2000-2010 PROSPECT A VENUE,2017-04-06,Residential,BRONX,10457,40.845334,-73.888173,East Tremont
22304,1420 GRAND CONCOURSE,2017-01-19,Residential,BRONX,10456,40.839249,-73.913448,East Concourse-Concourse Village
22309,1830 FIRST AVENUE,2017-01-26,Residential,MANHATTAN,10128,40.782381,-73.945342,Yorkville
22311,807 PUTNAM AVENUE,2017-03-16,Residential,BROOKLYN,11221,40.686481,-73.92883,Stuyvesant Heights
22315,119 ROGERS AVENUE,2017-06-05,Residential,BROOKLYN,11216,40.673385,-73.952944,Crown Heights North
22325,144-50 38TH AVENUE,2017-06-06,Residential,QUEENS,11354,40.763176,-73.821015,Murray Hill
22328,3214 KINGSBRIDGE AVENUE,2017-06-30,Residential,BRONX,10463,40.88134,-73.905072,Spuyten Duyvil-Kingsbridge
22340,523 BLAKE AVENUE,2017-01-10,Residential,BROOKLYN,11207,40.667117,-73.899729,East New York (Pennsylvania Ave)
22347,601 MARCY AVENUE,2017-03-10,Residential,BROOKLYN,11206,40.694383,-73.948998,Bedford
22351,5410 AVENUE N,2017-05-10,Residential,BROOKLYN,11234,40.619197,-73.9228,Flatlands
22352,1525 WEST 11TH ST,2017-04-05,Residential,BROOKLYN,11204,40.609297,-73.984722,Bensonhurst East
22355,22 MERRILL AVENUE A/K/A 22 MERRILL AVE,2017-04-11,Residential,STATEN ISLAND,10314,40.609899,-74.161099,New Springville-Bloomfield-Travis
22360,601 W. 156TH ST. AKA  3759-3761 BROADWAY,2017-02-14,Residential,MANHATTAN,10032,40.833625,-73.945766,Washington Heights South
22370,952 EAST 223RD STREET,2017-05-17,Residential,BRONX,10466,40.884111,-73.854098,Williamsbridge-Olinville
22371,267 SAND LANE,2017-06-29,Residential,STATEN ISLAND,10305,40.593308,-74.068586,Grasmere-Arrochar-Ft. Wadsworth
22376,22-51 DIX AVENUE,2017-01-09,Residential,QUEENS,11691,40.606699,-73.756389,Far Rockaway-Bayswater
22388,930 EAST 4TH WALK,2017-04-07,Residential,MANHATTAN,10009,40.720695,-73.976526,Lower East Side
22395,1285 SHAKESPEARE AVE,2017-01-06,Residential,BRONX,10452,40.839513,-73.922534,Highbridge
22396,226 EAST 87TH STREET,2017-05-30,Residential,MANHATTAN,10014,40.779173,-73.952746,Yorkville
22398,880 COLGATE AVE,2017-06-27,Residential,BRONX,10473,40.820846,-73.880196,Soundview-Castle Hill-Clason Point-Harding Park
22407,851 EAST 163RD STREET,2017-04-25,Residential,BRONX,10459,40.822053,-73.900326,Longwood
22408,20-02 SEAGIRT BOULEVARD,2017-04-06,Residential,QUEENS,11691,40.595161,-73.754372,Far Rockaway-Bayswater
22411,332 EAST 52ND STREET,2017-05-12,Residential,BROOKLYN,11203,40.652819,-73.928556,Rugby-Remsen Village
22425,6723 7TH AVENUE,2017-01-04,Residential,BROOKLYN,11220,40.632279,-74.015514,Dyker Heights
22426,373 CHESTNUT STREET,2017-06-15,Residential,BROOKLYN,11208,40.677997,-73.874093,East New York
22439,457 DECATUR STREET,2017-04-10,Residential,BROOKLYN,11233,40.682447,-73.9248,Crown Heights North
22445,1230 AVENUE Y,2017-05-17,Residential,BROOKLYN,11235,40.589758,-73.957687,Homecrest
22449,3450 CORSA AVENUE,2017-01-05,Residential,BRONX,10469,40.877571,-73.847734,Eastchester-Edenwald-Baychester
22450,2825 CLAFLIN AVE,2017-04-03,Residential,BRONX,10468,40.872515,-73.899936,Van Cortlandt Village
22457,1725 PURDY STREET,2017-03-17,Residential,BRONX,10462,40.841465,-73.854763,Parkchester
22460,711 EAST 101ST ST,2017-03-13,Residential,BROOKLYN,11236,40.646838,-73.898952,Canarsie
22465,206-09 86TH ROAD,2017-06-01,Residential,QUEENS,11427,40.723724,-73.762383,Jamaica Estates-Holliswood
22470,131 BROOME STREET,2017-06-14,Residential,MANHATTAN,10002,40.71622,-73.983991,Lower East Side
22474,903 SUMMIT AVENUE,2017-01-13,Residential,BRONX,10452,40.83095,-73.931487,Highbridge
22475,418 WEST 128TH STREET,2017-02-27,Residential,MANHATTAN,10027,40.813164,-73.952325,Manhattanville
22476,97-30 57TH AVENUE,2017-01-11,Residential,QUEENS,11368,40.737458,-73.863022,Corona
22489,225 EAST 63RD STREET,2017-03-21,Residential,MANHATTAN,10065,40.76376,-73.964031,Lenox Hill-Roosevelt Island
22492,1925 UNIVERSITY AVE,2017-04-12,Residential,BRONX,10453,40.853249,-73.912646,University Heights-Morris Heights
22493,155 EAST 31ST STREET,2017-03-23,Residential,MANHATTAN,10016,40.744257,-73.980512,Murray Hill-Kips Bay
22510,611 BLAKE AVENUE,2017-06-02,Residential,BROOKLYN,11207,40.667611,-73.896379,East New York (Pennsylvania Ave)
22514,720 WESTCHESTER AVE,2017-06-14,Residential,BRONX,10455,40.817187,-73.906616,Melrose South-Mott Haven North
22518,2294 ATLANTIC AVENUE,2017-05-23,Residential,BROOKLYN,11233,40.676252,-73.909391,Ocean Hill
22520,369 EAST 162ND ST.,2017-05-26,Residential,BRONX,10451,40.825021,-73.914161,East Concourse-Concourse Village
22539,1229 CLAY AVENUE,2017-02-28,Residential,BRONX,10456,40.832692,-73.910457,East Concourse-Concourse Village
22547,2126 TIEBOUT AVENUE,2017-06-30,Residential,BRONX,10457,40.853281,-73.898595,Mount Hope
22552,2083 MOHEGAN AVENUE,2017-05-05,Residential,BRONX,10460,40.845006,-73.883908,East Tremont
22557,59-44 60TH ROAD,2017-02-27,Residential,QUEENS,11378,40.71559,-73.906885,Ridgewood
22561,13901 232ND STREET,2017-06-22,Residential,QUEENS,11413,40.668217,-73.742113,Laurelton
22567,1810 AMSTERDAM AVENUE,2017-03-01,Residential,MANHATTAN,10031,40.828163,-73.945481,Hamilton Heights
22579,901 73RD STREET,2017-04-19,Residential,BROOKLYN,11228,40.626581,-74.014669,Dyker Heights
22580,2408 PROSPECT AVENUE,2017-03-02,Residential,BRONX,10458,40.853974,-73.882548,Belmont
22585,515 MADISON AVENUE,2017-04-03,Commercial,MANHATTAN,10022,40.759665,-73.973783,Midtown-Midtown South
22586,926 BRONX PARK SOUTH,2017-01-27,Residential,BRONX,10460,40.845963,-73.880148,East Tremont
22587,107 MORNINGSIDE AVE,2017-06-19,Residential,MANHATTAN,10027,40.810318,-73.954769,Morningside Heights
22591,1718 GRAND AVENUE,2017-05-01,Residential,BRONX,10453,40.848971,-73.913696,University Heights-Morris Heights
22616,31-16 101ST ST,2017-04-10,Residential,QUEENS,11369,40.760632,-73.868053,East Elmhurst
22623,3195 HULL AVENUE,2017-06-23,Residential,BRONX,10467,40.874204,-73.876387,Norwood
22625,362 LINDEN BLVD,2017-06-20,Residential,BROOKLYN,11203,40.652856,-73.945765,East Flatbush-Farragut
22628,1571 UNDERCLIFF AVE,2017-03-08,Residential,BRONX,10453,40.847819,-73.923019,University Heights-Morris Heights
22631,84-25 85TH ROAD,2017-06-15,Residential,QUEENS,11421,40.695145,-73.860949,Woodhaven
22633,2660 8TH AVENUE,2017-03-20,Residential,MANHATTAN,10030,40.820469,-73.943637,Central Harlem North-Polo Grounds
22637,520 WEST 43RD STREET,2017-05-04,Residential,MANHATTAN,10036,40.760823,-73.996246,Clinton
22641,32-01 38 AVENUE,2017-06-29,Residential,QUEENS,11101,40.75332,-73.93113,Queensbridge-Ravenswood-Long Island City
22643,1006 AVENUE O,2017-05-10,Residential,BROOKLYN,11230,40.612446,-73.963659,Homecrest
22649,1841 UNIVERSITY AVENUE,2017-06-16,Residential,BRONX,10453,40.851565,-73.914365,University Heights-Morris Heights
22660,755 WHITE PLAINS RD.,2017-02-28,Residential,BRONX,10473,40.821603,-73.858177,Soundview-Castle Hill-Clason Point-Harding Park
22662,213 SOUTH 3RD STREET,2017-05-24,Residential,BROOKLYN,11211,40.71121,-73.958923,North Side-South Side
22667,681 CAULDWELL AVENUE,2017-05-09,Residential,BRONX,10455,40.81757,-73.909249,Melrose South-Mott Haven North
22684,1530 SHERIDAN AVENUE,2017-03-24,Residential,BRONX,10457,40.841498,-73.911136,East Concourse-Concourse Village
22688,2265 MORRIS AVENUE,2017-03-13,Residential,BRONX,10453,40.857465,-73.902327,Fordham South
22705,946 REV JAMES POLITE AVENUE,2017-02-22,Residential,BRONX,10459,40.822058,-73.898921,Longwood
22715,1125 BRYANT AVENUE,2017-05-25,Residential,BRONX,10459,40.827058,-73.888883,Morrisania-Melrose
22717,1114 E 92ND STREET,2017-03-10,Residential,BROOKLYN,11236,40.642216,-73.905935,Canarsie
22727,4105 FT HAMILTON PAR KWAY,2017-04-06,Residential,BROOKLYN,11219,40.642115,-73.992051,Borough Park
22734,665 BURKE AVE,2017-02-23,Residential,BRONX,10467,40.871482,-73.868763,Williamsbridge-Olinville
22750,1663 MADISON AVENUE,2017-05-03,Residential,MANHATTAN,10029,40.796564,-73.947334,East Harlem South
22768,7225 ROYCE PLACE,2017-02-02,Residential,BROOKLYN,11234,40.62442,-73.910319,Georgetown-Marine Park-Bergen Beach-Mill Basin
22770,1018 EASTERN PKWY,2017-06-05,Residential,BROOKLYN,11213,40.668992,-73.934811,Crown Heights North
22775,20-09 126TH STREET,2017-05-26,Residential,QUEENS,11356,40.781452,-73.842313,College Point
22781,3555 OXFORD AVENUE,2017-02-16,Residential,BRONX,10463,40.886026,-73.908863,Spuyten Duyvil-Kingsbridge
22790,355 EAST 187TH ST,2017-01-04,Residential,BRONX,10458,40.859594,-73.895097,Bedford Park-Fordham North
22791,574 EAST 138TH STREE T,2017-06-22,Residential,BRONX,10454,40.806625,-73.917052,Mott Haven-Port Morris
22792,820 ST ANNS AVENUE,2017-03-16,Residential,BRONX,10455,40.821114,-73.909942,Melrose South-Mott Haven North
22797,914 EAST 212TH STREET,2017-06-08,Residential,BRONX,10469,40.876685,-73.858732,Williamsbridge-Olinville
22798,279 SUMPTER STREET,2017-05-02,Residential,BROOKLYN,11233,40.680737,-73.913567,Ocean Hill
22800,15 NORTH STREET,2017-06-15,Residential,BRONX,10468,40.859862,-73.903686,Fordham South
