,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
18429,71-15 BEACH CHANNEL DRIVE,2020-01-27,Residential,QUEENS,11692,40.592035,-73.800011,Hammels-Arverne-Edgemere
18434,244 KINGS HIGHWAY,2020-02-28,Residential,BROOKLYN,11223,40.60533,-73.981712,Bensonhurst East
18442,90-09 78TH STREET,2020-01-31,Residential,QUEENS,11421,40.687539,-73.86284,Woodhaven
18453,1134 76TH STREET,2020-02-14,Residential,BROOKLYN,11228,40.621806,-74.011552,Dyker Heights
18473,401 EAST 34TH STREET,2020-01-29,Residential,MANHATTAN,10016,40.743712,-73.973309,Turtle Bay-East Midtown
18499,533 WEST 151ST STREET,2020-02-28,Residential,MANHATTAN,10031,40.829467,-73.94587,Hamilton Heights
18500,533 WEST 151ST STREET,2020-02-28,Residential,MANHATTAN,10031,40.829467,-73.94587,Hamilton Heights
18518,50 OVERLOOK TERRACE,2020-02-21,Residential,MANHATTAN,10033,40.854313,-73.936256,Washington Heights North
18555,506 TINTON AVENUE,2020-01-07,Residential,BRONX,10455,40.811681,-73.906671,Mott Haven-Port Morris
18588,1852 67TH ST.,2020-03-06,Residential,BROOKLYN,11204,40.617293,-73.990282,Bensonhurst West
18608,641 62ND STREET,2020-01-06,Commercial,BROOKLYN,11220,40.63644,-74.014181,Sunset Park East
18625,203 AVENUE M,2020-02-13,Residential,BROOKLYN,11230,40.616571,-73.973155,Ocean Parkway South
18626,76-05 267TH STREET,2020-02-28,Residential,QUEENS,11040,40.751429,-73.708438,Glen Oaks-Floral Park-New Hyde Park
18637,9115 RIDGE BOULEVARD,2020-03-03,Residential,BROOKLYN,11209,40.620464,-74.035218,Bay Ridge
18688,1164 CROES AVENUE,2020-02-18,Residential,BRONX,10472,40.828468,-73.870401,Soundview-Bruckner
18713,2418 UNIVERSITY AVENUE,2020-03-13,Residential,BRONX,10468,40.863321,-73.904563,Kingsbridge Heights
18714,2418 UNIVERSITY AVENUE,2020-03-13,Residential,BRONX,10468,40.863321,-73.904563,Kingsbridge Heights
18747,2225 LACOMBE AVE,2020-01-30,Residential,BRONX,10473,40.817046,-73.846561,Soundview-Castle Hill-Clason Point-Harding Park
18756,1676 BROADWAY,2020-03-13,Residential,BROOKLYN,11207,40.684159,-73.912683,Ocean Hill
18783,458 EAST 51ST STREET,2020-03-02,Residential,BROOKLYN,11203,40.650624,-73.929261,Rugby-Remsen Village
18824,2432 WEBB AVENUE,2020-01-28,Residential,BRONX,10468,40.864843,-73.906412,Kingsbridge Heights
18928,830 FOX STREET,2020-01-28,Residential,BRONX,10459,40.817576,-73.896232,Hunts Point
18963,6402 24TH AVENUE,2020-03-09,Residential,BROOKLYN,11204,40.611675,-73.976488,Bensonhurst East
18980,60-80 MYRTLE AVENUE,2020-01-07,Residential,QUEENS,11385,40.700726,-73.895307,Ridgewood
18992,140-15 JEWEL AVENUE,2020-02-13,Residential,QUEENS,11367,40.729592,-73.824977,Kew Gardens Hills
19031,1730 EAST 18TH STREET,2020-01-10,Residential,BROOKLYN,11229,40.607711,-73.955183,Madison
19038,260 SIXTH AVENUE,2020-01-08,Residential,MANHATTAN,10014,40.729102,-74.002468,West Village
19039,260 SIXTH AVENUE,2020-01-08,Residential,MANHATTAN,10014,40.729102,-74.002468,West Village
19049,142-21 230 PLACE,2020-01-14,Residential,QUEENS,11413,40.665097,-73.746181,Springfield Gardens South-Brookville
19081,10 RICHMAN PLAZA,2020-01-02,Residential,BRONX,10453,40.851533,-73.922961,University Heights-Morris Heights
19097,215-12 91ST AVENUE,2020-03-11,Residential,QUEENS,11428,40.722738,-73.745124,Queens Village
19118,228 EAST 89TH STREET,2020-01-02,Residential,BROOKLYN,11236,40.648529,-73.916546,Rugby-Remsen Village
19148,79 N. OXFORD WALK,2020-02-28,Residential,BROOKLYN,11205,40.695553,-73.97511,Fort Greene
19173,3220 NETHERLAND AVEN UE,2020-02-10,Residential,BRONX,10463,40.884197,-73.911459,Spuyten Duyvil-Kingsbridge
19176,2508 HYLAN BLVD.,2020-01-28,Commercial,STATEN ISLAND,10306,40.570283,-74.109931,New Dorp-Midland Beach
19178,381 STUYVESANT AVE,2020-01-24,Residential,BROOKLYN,11233,40.681219,-73.931699,Crown Heights North
19194,475 LOCKE STREET,2020-01-10,Residential,BROOKLYN,11239,40.656348,-73.87567,East New York
19200,97-11 HORACE HARDING EXPWY.,2020-02-26,Residential,QUEENS,11368,40.734921,-73.86245,Corona
19215,720 WESTCHESTER AVE,2020-02-20,Residential,BRONX,10455,40.817187,-73.906616,Melrose South-Mott Haven North
19227,2235 BASSFORD AVENUE,2020-01-09,Residential,BRONX,10457,40.853817,-73.893533,Claremont-Bathgate
19323,185 WORTMAN AVENUE,2020-02-21,Residential,BROOKLYN,11207,40.656425,-73.886208,East New York
19328,549 VERMONT STREET,2020-02-13,Residential,BROOKLYN,11207,40.665864,-73.89233,East New York (Pennsylvania Ave)
19368,256 EAST 166TH ST,2020-03-12,Residential,BRONX,10456,40.830671,-73.916123,East Concourse-Concourse Village
19437,231-03 128TH AVENUE,2020-02-26,Residential,QUEENS,11413,40.683386,-73.734443,Laurelton
19475,1175 FINDLAY AVENUE,2020-02-13,Residential,BRONX,10456,40.832271,-73.912652,East Concourse-Concourse Village
19494,241 EAST 58TH ST,2020-03-10,Residential,MANHATTAN,10022,40.7605,-73.966007,Turtle Bay-East Midtown
19503,90 VREELAND STREET,2020-03-04,Residential,STATEN ISLAND,10302,40.637232,-74.132827,Port Richmond
19510,141 WEST 73RD STREET,2020-02-04,Residential,MANHATTAN,10023,40.778624,-73.979527,Lincoln Square
19513,405 EAST 54TH STREET,2020-02-20,Residential,MANHATTAN,10022,40.756223,-73.963923,Turtle Bay-East Midtown
19521,330 E 39TH STREET,2020-03-12,Residential,MANHATTAN,10016,40.747387,-73.972359,Murray Hill-Kips Bay
19527,147-36 94TH AVENUE APT. #18-E,2020-03-05,Residential,QUEENS,11435,40.699257,-73.806271,Jamaica
19535,2090 EAST TREMONT AVENUE,2020-01-08,Residential,BRONX,10462,40.84196,-73.857725,Parkchester
19588,1351 NEW YORK AVENUE,2020-02-10,Residential,BROOKLYN,11210,40.639958,-73.945491,East Flatbush-Farragut
19591,605 WEST 42ND STREET,2020-01-07,Residential,MANHATTAN,10036,40.76096,-73.998617,Clinton
19607,1144 BUSHWICK AVENUE,2020-02-20,Residential,BROOKLYN,11221,40.689304,-73.917815,Bushwick South
19626,573 MACDONOUGH ST,2020-03-11,Residential,BROOKLYN,11233,40.683346,-73.923472,Stuyvesant Heights
19645,4903 AVENUE N,2020-02-26,Commercial,BROOKLYN,11237,40.618907,-73.927717,Flatlands
19661,625 WEST 57TH STREET,2020-01-13,Residential,MANHATTAN,10019,40.771289,-73.9937,Clinton
19679,162 TROY AVENUE,2020-02-07,Residential,BROOKLYN,11213,40.673975,-73.93623,Crown Heights North
19683,134-49 166TH PLACE,2020-01-10,Residential,QUEENS,11434,40.672963,-73.773541,Springfield Gardens North
19716,708 PARKSIDE AVENUE,2020-02-10,Commercial,BROOKLYN,11226,40.656292,-73.949536,Prospect Lefferts Gardens-Wingate
19719,3971 GOUVERNEUR AVEN UE,2020-01-28,Residential,BRONX,10463,40.883538,-73.891851,Van Cortlandt Village
19720,711 D SEAGIRT AVE,2020-02-19,Residential,QUEENS,11691,40.595996,-73.742187,Far Rockaway-Bayswater
19809,457 BELMONT AVENUE,2020-01-15,Residential,BROOKLYN,11207,40.671074,-73.892578,East New York
19873,353 FRANKLIN AVENUE,2020-01-30,Residential,BROOKLYN,11238,40.687302,-73.956893,Bedford
19884,417 SARATOGA AVE AKA 1834 PARK PL,2020-01-21,Residential,BROOKLYN,11233,40.67155,-73.916936,Ocean Hill
19913,605 WEST 42ND STREET,2020-02-11,Residential,MANHATTAN,10036,40.76096,-73.998617,Clinton
19946,2760 JEROME AVENUE,2020-01-28,Residential,BRONX,10468,40.869459,-73.895537,Van Cortlandt Village
19974,2516 GRAND AVENUE,2020-03-05,Residential,BRONX,10468,40.865045,-73.901556,Kingsbridge Heights
19980,232-238 EAST 119TH STREET - APT 6B,2020-01-07,Residential,MANHATTAN,10035,40.799518,-73.937739,East Harlem North
19985,1185 FULTON AVENUE,2020-02-21,Residential,BRONX,10456,40.829866,-73.905027,Claremont-Bathgate
19987,89-61 FRANCIS LEWIS  BOULEVARD STORE#4,2020-03-09,Commercial,QUEENS,11427,40.718752,-73.757697,Jamaica Estates-Holliswood
20028,1502 ROSEDALE AVENUE,2020-03-10,Residential,BRONX,10460,40.838181,-73.870039,West Farms-Bronx River
20040,1040 CLAY AVENUE,2020-01-13,Residential,BRONX,10456,40.828385,-73.912823,East Concourse-Concourse Village
20042,8 MONUMENT WALK,2020-01-24,Residential,BROOKLYN,11205,40.696051,-73.979545,Fort Greene
20054,63-50 FOREST AVENUE,2020-02-07,Residential,QUEENS,11385,40.709693,-73.904621,Ridgewood
20057,11010 103RD AVENUE,2020-01-23,Residential,QUEENS,11419,40.685854,-73.832382,South Ozone Park
20091,2485 ELM PLACE,2020-01-28,Residential,BRONX,10458,40.861382,-73.894103,Bedford Park-Fordham North
20100,562 WEST 189TH STREE T,2020-02-10,Residential,MANHATTAN,10040,40.85393,-73.929204,Washington Heights North
20108,201 WEST 86TH STREET A/K/A 225 WEST 86TH STREET - APT 907,2020-02-20,Residential,MANHATTAN,10024,40.787782,-73.975216,Upper West Side
20131,131-62 MAPLE AVENUE,2020-02-10,Residential,QUEENS,11355,40.75358,-73.833555,Flushing
20189,1216 STANLEY AVENUE - APT 2,2020-01-03,Residential,BROOKLYN,11208,40.665876,-73.864625,East New York
20233,1261 EAST BAY AVENUE,2020-02-05,Commercial,BRONX,10474,40.808468,-73.88667,Hunts Point
20234,1261 EAST BAY AVENUE,2020-02-05,Commercial,BRONX,10474,40.808468,-73.88667,Hunts Point
20237,33A LAWTON ST.,2020-01-07,Residential,BROOKLYN,11221,40.695587,-73.930299,Bushwick South
20241,1234 HOE AVENUE,2020-01-09,Residential,BRONX,10459,40.829382,-73.890866,Morrisania-Melrose
20252,490 WEST 187TH ST,2020-03-05,Residential,MANHATTAN,10033,40.851766,-73.927934,Washington Heights North
20280,1561 LINCOLN PLACE,2020-02-03,Residential,BROOKLYN,11233,40.669395,-73.924627,Crown Heights North
20290,188-08 NORTHERN BLVD,2020-02-26,Commercial,QUEENS,11358,40.757752,-73.792842,Auburndale
20294,465 WEST 51ST STREET - APT #3A,2020-03-10,Residential,MANHATTAN,10019,40.764847,-73.990213,Clinton
20357,237 W 18TH ST,2020-01-21,Residential,MANHATTAN,10011,40.74155,-73.999011,Hudson Yards-Chelsea-Flatiron-Union Square
20369,180 EAST 163 STREET,2020-01-07,Residential,BRONX,10451,40.828272,-73.920754,East Concourse-Concourse Village
20383,764 EAST 168TH STREE T,2020-02-26,Residential,BRONX,10456,40.829273,-73.900915,Morrisania-Melrose
20393,3444 KNOX PLACE,2020-02-28,Residential,BRONX,10467,40.882122,-73.883258,Norwood
20433,1269 EAST 85TH ST,2020-01-13,Residential,BROOKLYN,11236,40.631921,-73.902985,Canarsie
20437,941 HOE AVENUE,2020-02-06,Residential,BRONX,10459,40.821937,-73.890326,Hunts Point
20448,173 BUFFALO AVENUE,2020-03-13,Residential,BROOKLYN,11213,40.673332,-73.925117,Crown Heights North
20473,40-25 ASTORIA BLVD.,2020-03-10,Residential,QUEENS,11105,40.769379,-73.909875,Steinway
20503,560 EUCLID AVENUE,2020-02-03,Residential,BROOKLYN,11208,40.673399,-73.871438,East New York
20505,1140 NEW YORK AVENUE,2020-01-31,Residential,BROOKLYN,11203,40.645566,-73.946113,Erasmus
20531,1266-68 OLMSTEAD AVE,2020-01-09,Residential,BRONX,10462,40.8332,-73.854481,Westchester-Unionport
20549,82-64 GRENFELL STREET,2020-03-09,Commercial,QUEENS,11415,40.709068,-73.831235,Kew Gardens
20552,382 17TH STREET,2020-03-04,Residential,BROOKLYN,11215,40.660633,-73.98621,Park Slope-Gowanus
20554,2205 WALTON AVE,2020-01-30,Residential,BRONX,10453,40.856527,-73.903929,Fordham South
20559,3756 NEPTUNE AVE.,2020-01-07,Residential,BROOKLYN,11224,40.576739,-74.004503,Seagate-Coney Island
20573,951 WYCKOFF AVENUE,2020-02-07,Residential,QUEENS,11385,40.696725,-73.90606,Ridgewood
20621,215-17 23RD ROAD,2020-02-10,Residential,QUEENS,11361,40.782515,-73.775097,Ft. Totten-Bay Terrace-Clearview
20646,3918-3920 3RD AVENUE,2020-01-07,Residential,BROOKLYN,11232,40.653703,-74.00834,Sunset Park West
20740,942 KENT AVENUE,2020-01-02,Residential,BROOKLYN,11205,40.692002,-73.958877,Clinton Hill
20805,515 WEST 38TH STREET,2020-02-25,Residential,MANHATTAN,10018,40.757461,-73.998105,Hudson Yards-Chelsea-Flatiron-Union Square
20812,780 CONCOURSE VILLAGE WEST,2020-03-05,Residential,BRONX,10451,40.823921,-73.922884,East Concourse-Concourse Village
20824,1350 GRAND CONCOURSE,2020-01-09,Residential,BRONX,10456,40.837674,-73.914618,East Concourse-Concourse Village
20846,1478 WALTON AVENUE,2020-02-25,Residential,BRONX,10452,40.841179,-73.914776,West Concourse
20847,1478 WALTON AVENUE,2020-02-25,Residential,BRONX,10452,40.841179,-73.914776,West Concourse
20895,1505 WALTON AVENUE,2020-02-13,Residential,BRONX,10452,40.841788,-73.914367,West Concourse
20947,2106 ARTHUR AVENUE,2020-01-23,Residential,BRONX,10457,40.849767,-73.891353,East Tremont
20967,85-93 PARSONS BLVD,2020-01-03,Residential,QUEENS,11432,40.709699,-73.805173,Briarwood-Jamaica Hills
20983,375 EAST 163RD ST,2020-01-07,Commercial,BRONX,10451,40.825687,-73.91382,East Concourse-Concourse Village
21023,104-54 115TH STREET,2020-03-11,Residential,QUEENS,11419,40.68535,-73.827559,South Ozone Park
21036,144-11 167TH STREET,2020-01-15,Residential,QUEENS,11434,40.666069,-73.776658,Springfield Gardens South-Brookville
21053,3055 DECATUR AVENUE,2020-03-11,Residential,BRONX,10467,40.870941,-73.879155,Norwood
21096,317 49TH STREET,2020-01-30,Residential,BROOKLYN,11220,40.647859,-74.013351,Sunset Park West
21134,62-60 WOODHAVEN BLVD.,2020-01-16,Residential,QUEENS,11374,40.725491,-73.869884,Middle Village
21142,7 BROADWAY TERRACE,2020-01-16,Residential,MANHATTAN,10040,40.857173,-73.931323,Washington Heights North
21195,85-55 115TH STREET,2020-01-03,Residential,QUEENS,11418,40.700773,-73.835064,Richmond Hill
21246,120 SHERMAN AVENUE,2020-03-03,Residential,MANHATTAN,10034,40.864061,-73.924714,Marble Hill-Inwood
21257,57-59 GRANGER STREET,2020-03-09,Residential,QUEENS,11368,40.738918,-73.856304,Corona
21295,174 RIVERDALE AVENUE,2020-01-08,Residential,BROOKLYN,11212,40.660769,-73.910122,Brownsville
21302,3030 VALENTINE AVE,2020-01-16,Residential,BRONX,10458,40.873289,-73.885171,Bedford Park-Fordham North
21310,43-45 42ND STREET,2020-01-02,Residential,QUEENS,11104,40.7446,-73.922196,Hunters Point-Sunnyside-West Maspeth
21319,930 FOX STREET,2020-01-09,Residential,BRONX,10459,40.820637,-73.893872,Longwood
21333,142-05 180TH STREET,2020-02-26,Residential,QUEENS,11434,40.669946,-73.763725,Springfield Gardens North
21358,1311 MERRIAM AVENUE,2020-02-11,Residential,BRONX,10452,40.840781,-73.926106,Highbridge
21361,1954 BIRCHALL AVENUE,2020-03-03,Commercial,BRONX,10462,40.848305,-73.868765,East Tremont
21381,2951 WEST 33RD ST,2020-01-15,Residential,BROOKLYN,11224,40.573698,-73.999327,Seagate-Coney Island
21386,130-41 91ST AVENUE,2020-02-24,Commercial,QUEENS,11418,40.698355,-73.820057,Richmond Hill
21392,3380 NOSTRAND AVENUE,2020-01-28,Residential,BROOKLYN,11229,40.601664,-73.942133,Madison
21419,105-38 63RD DRIVE,2020-01-23,Residential,QUEENS,11375,40.733298,-73.850961,Forest Hills
21430,37 NEW LOTS AVENUE,2020-01-22,Residential,BROOKLYN,11212,40.657061,-73.903817,Brownsville
21437,2805 BARKER AVE,2020-01-14,Residential,BRONX,10467,40.866742,-73.869177,Bronxdale
21441,300 EAST 201ST STREET,2020-03-04,Residential,BRONX,10458,40.871261,-73.883714,Bedford Park-Fordham North
21442,300 EAST 201ST STREET,2020-03-04,Residential,BRONX,10458,40.871261,-73.883714,Bedford Park-Fordham North
21497,185 ST.MARKS PLACE,2020-01-06,Residential,STATEN ISLAND,10301,40.645358,-74.080729,West New Brighton-New Brighton-St. George
21504,900 CO-OP CITY BLVD,2020-02-11,Residential,BRONX,10475,40.878284,-73.829767,Co-op City
21526,1719 QUENTIN ROAD,2020-01-24,Residential,BROOKLYN,11229,40.608505,-73.956033,Madison
21537,1245 EASTERN PARKWAY,2020-01-29,Residential,BROOKLYN,11213,40.66859,-73.927072,Crown Heights North
21565,946 EAST 86TH ST,2020-01-10,Residential,BROOKLYN,11236,40.63748,-73.907927,Canarsie
21590,549 ACADEMY STREET,2020-01-30,Residential,MANHATTAN,10034,40.863057,-73.922897,Marble Hill-Inwood
21593,2271 PITKIN AVENUE,2020-02-05,Residential,BROOKLYN,11207,40.67297,-73.888653,East New York
21648,91-19 172ND STREET,2020-02-19,Residential,QUEENS,11432,40.708308,-73.788098,Jamaica
21678,2300 SEDGWICK AVENUE,2020-01-27,Residential,BRONX,10468,40.862101,-73.909236,Kingsbridge Heights
21696,70 PINE STREET,2020-01-02,Residential,MANHATTAN,10005,40.706315,-74.007895,Battery Park City-Lower Manhattan
21733,463 SEVENTH AVENUE,2020-02-06,Commercial,MANHATTAN,10018,40.751749,-73.990057,Midtown-Midtown South
21745,479 HERZL STREET,2020-03-13,Residential,BROOKLYN,11212,40.657999,-73.912606,Brownsville
21772,489 SECOND AVENUE,2020-01-30,Commercial,MANHATTAN,10016,40.740689,-73.978875,Murray Hill-Kips Bay
21774,2115 HONEYWELL AVE,2020-01-29,Residential,BRONX,10460,40.845377,-73.882108,East Tremont
21813,45-15 48TH STREET,2020-01-29,Residential,QUEENS,11377,40.742494,-73.916934,Hunters Point-Sunnyside-West Maspeth
21822,70 EAST 115TH STREET,2020-01-30,Residential,MANHATTAN,10029,40.798844,-73.944313,East Harlem North
21831,2076 CROPSEY AVENUE,2020-01-30,Residential,BROOKLYN,11214,40.598994,-74.001073,Bath Beach
21849,43-18 42ND STREET,2020-01-29,Residential,QUEENS,11104,40.744894,-73.922156,Hunters Point-Sunnyside-West Maspeth
21868,94-18 41ST ROAD,2020-03-06,Residential,QUEENS,11373,40.746155,-73.871287,Elmhurst
21881,89-03 178TH STREET,2020-01-21,Residential,QUEENS,11432,40.710494,-73.784502,Jamaica
21896,90-25 138TH PL,2020-01-08,Residential,QUEENS,11435,40.700839,-73.813165,Jamaica
21931,2009 SCHENECTADY AVE,2020-01-06,Residential,BROOKLYN,11234,40.622762,-73.930206,Flatlands
21941,70 WEST 95TH STREET,2020-02-18,Residential,MANHATTAN,10025,40.791952,-73.967483,Upper West Side
21945,711B SEAGIRT AVE,2020-01-06,Residential,QUEENS,11691,40.595996,-73.742187,Far Rockaway-Bayswater
21976,1480 PARKCHESTER ROAD,2020-01-22,Residential,BRONX,10462,40.836885,-73.859525,Parkchester
21980,530 W 30TH STREET,2020-03-04,Residential,MANHATTAN,10001,40.752704,-74.002534,Hudson Yards-Chelsea-Flatiron-Union Square
21986,995 EAST 167 STREET,2020-02-27,Residential,BRONX,10459,40.826812,-73.890263,Morrisania-Melrose
22003,444 CYRUS PLACE,2020-03-12,Residential,BRONX,10458,40.858696,-73.891906,Claremont-Bathgate
22004,1528 BRYANT AVENUE,2020-02-18,Residential,BRONX,10460,40.833539,-73.886855,Crotona Park East
22009,425 ROGERS AVENUE,2020-03-04,Commercial,BROOKLYN,11225,40.662337,-73.953708,Prospect Lefferts Gardens-Wingate
22032,1339 STRATFORD AVENUE,2020-01-09,Residential,BRONX,10472,40.832825,-73.876359,West Farms-Bronx River
22034,1208 TINTON AVENUE,2020-02-20,Residential,BRONX,10456,40.829459,-73.90029,Morrisania-Melrose
22035,1208 TINTON AVENUE,2020-02-20,Residential,BRONX,10456,40.829459,-73.90029,Morrisania-Melrose
22053,99-20 213TH STREET,2020-01-06,Residential,QUEENS,11429,40.714139,-73.745471,Queens Village
22062,2 WEST 120 ST,2020-02-25,Residential,MANHATTAN,10027,40.803323,-73.944851,Central Harlem South
22073,33 CENTRAL AVENUE,2020-02-20,Residential,STATEN ISLAND,10301,40.64095,-74.076785,West New Brighton-New Brighton-St. George
22117,609 E 40TH STREET,2020-03-13,Residential,BROOKLYN,11203,40.640583,-73.938867,East Flatbush-Farragut
22127,1482 HERKIMER STREET,2020-01-15,Residential,BROOKLYN,11233,40.677173,-73.904653,Ocean Hill
22147,1301 COMMONWEALTH AV,2020-01-17,Residential,BRONX,10472,40.833006,-73.868553,West Farms-Bronx River
22180,1459 WYTHE PLACE,2020-01-17,Residential,BRONX,10452,40.840561,-73.914173,West Concourse
22181,1459 WYTHE PLACE,2020-01-17,Residential,BRONX,10452,40.840561,-73.914173,West Concourse
22189,31 WEST 129TH STREET,2020-01-29,Residential,MANHATTAN,10027,40.809604,-73.941909,Central Harlem North-Polo Grounds
22209,52-54 65TH PLACE,2020-02-03,Residential,QUEENS,11378,40.732369,-73.900121,Maspeth
22225,1585 WHITE PLAINS RO AD,2020-01-17,Residential,BRONX,10462,40.840502,-73.864187,West Farms-Bronx River
22300,685 BELMONT AVE,2020-01-10,Residential,BROOKLYN,11207,40.672307,-73.884274,East New York
22305,216-28 99TH AVENUE,2020-03-09,Residential,QUEENS,11429,40.714681,-73.7425,Queens Village
22344,520 WEST 163RD ST,2020-02-20,Residential,MANHATTAN,10032,40.837103,-73.940497,Washington Heights South
22368,116 JOHN STREET,2020-01-14,Residential,MANHATTAN,10038,40.707605,-74.00572,Battery Park City-Lower Manhattan
22384,470 FAIRVIEW AVENUE,2020-01-27,Commercial,QUEENS,11385,40.709107,-73.909913,Ridgewood
22410,1829 LEXINGTON AVE - APT 9G,2020-02-14,Residential,MANHATTAN,10029,40.796762,-73.942968,East Harlem North
22435,625 MANIDA STREET,2020-02-18,Residential,BRONX,10474,40.81265,-73.887924,Hunts Point
22442,109-34 221 STREET,2020-01-13,Residential,QUEENS,11429,40.707197,-73.735358,Queens Village
22455,899 WESTCHESTER AVENUE,2020-01-13,Residential,BRONX,10459,40.821031,-73.899024,Longwood
22456,899 WESTCHESTER AVENUE,2020-01-13,Residential,BRONX,10459,40.821031,-73.899024,Longwood
22458,8800 20TH AVENUE,2020-02-24,Residential,BROOKLYN,11214,40.600666,-74.002355,Bath Beach
22468,257 MILLER AVENUE,2020-01-27,Residential,BROOKLYN,11207,40.67468,-73.891743,East New York
22479,2432 LYVERE STREET,2020-02-04,Residential,BRONX,10461,40.84195,-73.852142,Westchester-Unionport
22485,1719 QUENTIN ROAD,2020-01-08,Residential,BROOKLYN,11229,40.608505,-73.956033,Madison
22488,751 HERKIMER STREET,2020-01-03,Residential,BROOKLYN,11233,40.678497,-73.928774,Crown Heights North
22496,899 WESTCHESTER AVENUE,2020-01-13,Residential,BRONX,10459,40.821031,-73.899024,Longwood
22497,899 WESTCHESTER AVENUE,2020-01-13,Residential,BRONX,10459,40.821031,-73.899024,Longwood
22501,248-250 SARATOGA AVE,2020-01-28,Commercial,BROOKLYN,11233,40.677352,-73.916409,Ocean Hill
22524,2690 MORRIS AVENUE,2020-01-23,Residential,BRONX,10468,40.86762,-73.895843,Van Cortlandt Village
22533,2662 WEST STREET,2020-02-24,Residential,BROOKLYN,11223,40.58472,-73.969128,Gravesend
22540,2680 8TH AVENUE,2020-03-02,Residential,MANHATTAN,10030,40.821171,-73.943124,Central Harlem North-Polo Grounds
22578,41 CLINTON AVENUE,2020-02-25,Commercial,BROOKLYN,11205,40.696655,-73.969495,park-cemetery-etc-Brooklyn
22600,260 AUDUBON AVENUE,2020-01-28,Residential,MANHATTAN,10033,40.847052,-73.933578,Washington Heights South
22611,2394 BELMONT AVENUE,2020-03-02,Residential,BRONX,10458,40.854672,-73.886342,Belmont
22613,1673 HOLLAND AVENUE,2020-01-23,Residential,BRONX,10462,40.843674,-73.863642,Van Nest-Morris Park-Westchester Square
22629,2555 GRAND CONCOURSE,2020-01-30,Residential,BRONX,10468,40.863618,-73.896262,Bedford Park-Fordham North
22630,2555 GRAND CONCOURSE,2020-01-30,Residential,BRONX,10468,40.863618,-73.896262,Bedford Park-Fordham North
22668,120-14 178TH PLACE,2020-01-24,Residential,QUEENS,11434,40.68493,-73.765035,St. Albans
22695,2120 MADISON AVENUE,2020-01-16,Residential,MANHATTAN,10037,40.810914,-73.936879,East Harlem North
22703,2254 GRAND CONCOURSE,2020-01-14,Residential,BRONX,10457,40.856662,-73.900397,Fordham South
22714,1610 AVE P,2020-01-28,Residential,BROOKLYN,11229,40.61052,-73.95745,Madison
22744,157-13 ROCKAWAY BLVD,2020-03-06,Commercial,QUEENS,11434,40.666203,-73.779433,Springfield Gardens South-Brookville
22796,625 QUINCY ST,2020-03-06,Residential,BROOKLYN,11221,40.688856,-73.934247,Stuyvesant Heights
22810,1100 FRANKLIN AVENUE,2020-02-04,Residential,BRONX,10456,40.82782,-73.906298,Morrisania-Melrose
22818,55 EAST 167TH STREET,2020-01-07,Commercial,BRONX,10452,40.835529,-73.920677,West Concourse
22840,525 WYONA STREET,2020-01-08,Residential,BROOKLYN,11207,40.665745,-73.89135,East New York (Pennsylvania Ave)
22857,81 CRESCENT AVENUE,2020-01-17,Residential,STATEN ISLAND,10301,40.643261,-74.084633,West New Brighton-New Brighton-St. George
22876,1655 UNDERCLIFF AVEN UE,2020-01-07,Residential,BRONX,10453,40.849424,-73.921759,University Heights-Morris Heights
22879,60 W 23RD STREET,2020-01-02,Residential,MANHATTAN,10010,40.742321,-73.991429,Hudson Yards-Chelsea-Flatiron-Union Square
22921,576 PUGSLEY AVE,2020-01-31,Residential,BRONX,10473,40.817854,-73.854034,Soundview-Castle Hill-Clason Point-Harding Park
22924,753 SENECA AVENUE,2020-02-19,Residential,QUEENS,11385,40.702284,-73.906784,Ridgewood
22935,2525 LINDEN BLVD.,2020-02-18,Residential,BROOKLYN,11208,40.667404,-73.870801,East New York
22939,401 EAST 102ND ST,2020-01-14,Residential,MANHATTAN,10029,40.787054,-73.941889,East Harlem South
22979,153-30 89TH AVE,2020-01-27,Residential,QUEENS,11432,40.705517,-73.802501,Jamaica
23029,2218 FULTON STREET,2020-02-26,Residential,BROOKLYN,11223,40.678084,-73.907388,Ocean Hill
23036,2300 BATHGATE AVENUE,2020-03-12,Residential,BRONX,10458,40.854815,-73.891598,Claremont-Bathgate
23093,3325 NEPTUNE AVENUE,2020-02-11,Residential,BROOKLYN,11224,40.577192,-74.000572,Seagate-Coney Island
23119,205 WEST 140TH ST,2020-02-11,Residential,MANHATTAN,10030,40.81872,-73.941955,Central Harlem North-Polo Grounds
23173,823 HANCOCK STREET,2020-01-09,Residential,BROOKLYN,11233,40.685731,-73.922301,Stuyvesant Heights
23182,326 BRINSMADE AVENUE,2020-02-07,Residential,BRONX,10465,40.817866,-73.821757,Schuylerville-Throgs Neck-Edgewater Park
23191,241 KINGSBOROUGH 2ND WALK,2020-02-28,Residential,BROOKLYN,11233,40.675344,-73.926668,Crown Heights North
23215,382 90TH STREET,2020-02-03,Residential,BROOKLYN,11209,40.619991,-74.029908,Bay Ridge
23223,22 MONACO PLACE,2020-01-27,Residential,BROOKLYN,11233,40.676734,-73.909059,Ocean Hill
23233,370 MORRIS AVENUE,2020-01-07,Residential,BRONX,10451,40.814721,-73.924488,Mott Haven-Port Morris
