,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
8751,160-34 85TH STREET,2019-10-11,Residential,QUEENS,11414,40.655778,-73.846744,Lindenwood-Howard Beach
8753,3613 AVENUE D,2019-07-24,Residential,BROOKLYN,11203,40.641326,-73.942524,East Flatbush-Farragut
8754,666 CRESCENT STREET,2019-10-30,Residential,BROOKLYN,11206,40.671264,-73.868987,East New York
8759,1176 UNION AVENUE,2019-07-15,Residential,BRONX,10459,40.828204,-73.899573,Morrisania-Melrose
8775,1880 VALENTINE AVENUE,2019-09-26,Residential,BRONX,10457,40.849265,-73.900889,Mount Hope
8778,70-18 34TH AVENUE,2019-07-24,Residential,QUEENS,11372,40.75258,-73.895933,Jackson Heights
8779,520 WEST 17TH STREET,2019-07-26,Commercial,MANHATTAN,10011,40.744278,-74.00734,Hudson Yards-Chelsea-Flatiron-Union Square
8781,170-06 BAISLEY BLVD,2019-10-21,Residential,QUEENS,11434,40.681005,-73.773449,St. Albans
8786,172-14 90TH AVENUE,2019-10-07,Residential,QUEENS,11432,40.70931,-73.788365,Jamaica
8807,1304 REVEREND JAMES A POLITE AVE,2019-11-21,Residential,BRONX,10459,40.830102,-73.895252,Morrisania-Melrose
8812,92-20 212TH PLACE,2019-08-29,Residential,QUEENS,11428,40.719977,-73.747811,Queens Village
8821,26 MALTA STREET,2019-07-29,Residential,BROOKLYN,11207,40.65975,-73.895833,East New York (Pennsylvania Ave)
8826,530 EAST 169TH ST.,2019-07-23,Residential,BRONX,10456,40.832613,-73.904676,Claremont-Bathgate
8828,90-21 76TH STREET,2019-11-15,Residential,QUEENS,11421,40.687168,-73.864607,Woodhaven
8837,601 VAN SICLEN AVENU,2019-07-17,Residential,BROOKLYN,11207,40.664804,-73.888288,East New York
8848,81-05 HAMMELS BLVD,2019-07-18,Residential,QUEENS,11693,40.589893,-73.807574,Hammels-Arverne-Edgemere
8854,80-20 BROADWAY,2019-11-01,Residential,QUEENS,11374,40.743671,-73.884471,Elmhurst
8897,3030 HEATH AVENUE,2019-09-03,Residential,BRONX,10463,40.876809,-73.902428,Van Cortlandt Village
8910,1767 WEEKS AVENUE,2019-07-18,Residential,BRONX,10457,40.845884,-73.90748,Mount Hope
8920,1369 BRONX RIVER AVE,2019-12-19,Residential,BRONX,10472,40.833342,-73.880134,West Farms-Bronx River
8949,1460 PENNSYLVANIA AVENUE,2019-10-08,Residential,BROOKLYN,11239,40.646068,-73.879786,Starrett City
8956,460 WEST 34TH STREET - STORE #5,2019-09-04,Commercial,MANHATTAN,10001,40.754329,-73.998578,Hudson Yards-Chelsea-Flatiron-Union Square
8964,1457 ARNOW AVENUE,2019-09-03,Residential,BRONX,10465,40.867468,-73.844037,Allerton-Pelham Gardens
8965,2428 MATTHEWS AVENUE,2019-07-30,Residential,BRONX,10467,40.861912,-73.862683,Bronxdale
8980,721 FAILE STREET,2019-09-03,Residential,BRONX,10474,40.814734,-73.886537,Hunts Point
8992,116-52 233RD STREET,2019-11-20,Residential,QUEENS,11411,40.692172,-73.728541,Cambria Heights
8997,3634 OLINVILLE AVENU E,2019-11-15,Residential,BRONX,10467,40.880682,-73.866839,Williamsbridge-Olinville
8999,1133 BOSTON ROAD,2019-10-03,Residential,BRONX,10456,40.827911,-73.904195,Morrisania-Melrose
9006,1534 PROSPECT PLACE,2019-11-20,Residential,BROOKLYN,11213,40.672986,-73.925914,Crown Heights North
9010,178-20 SELOVER ROAD,2019-08-09,Residential,QUEENS,11434,40.682141,-73.765146,St. Albans
9021,1415 LINDEN BLVD,2019-11-04,Residential,BROOKLYN,11212,40.654673,-73.907384,Brownsville
9055,234 EAST 52ND STREET,2019-08-22,Residential,MANHATTAN,10022,40.756699,-73.968973,Turtle Bay-East Midtown
9090,68 MONTAGUE STREET,2019-10-11,Residential,BROOKLYN,11201,40.695416,-73.996589,Brooklyn Heights-Cobble Hill
9115,245 WORTMAN AVENUE,2019-08-23,Residential,BROOKLYN,11207,40.657282,-73.884224,East New York
9117,1405 ROSEDALE AVENUE,2019-09-24,Residential,BRONX,10472,40.835003,-73.869973,West Farms-Bronx River
9149,2840 BRUNER AVENUE,2019-09-12,Residential,BRONX,10469,40.868319,-73.836041,Co-op City
9151,2075 EAST 16TH STREE T,2019-09-04,Residential,BROOKLYN,11229,40.599664,-73.955603,Madison
9164,522 WEST 157TH ST,2019-12-03,Residential,MANHATTAN,10032,40.833286,-73.943059,Washington Heights South
9172,19 E GUN HILL ROAD,2019-10-24,Residential,BRONX,10467,40.882479,-73.880859,Norwood
9177,1505 TOWNSEND AVENUE,2019-08-22,Residential,BRONX,10452,40.84234,-73.915038,West Concourse
9186,87-34 94TH STREET,2019-08-22,Residential,QUEENS,11421,40.69353,-73.851147,Woodhaven
9190,621 W. 179TH STREET,2019-08-27,Residential,MANHATTAN,10033,40.848288,-73.935355,Washington Heights South
9195,206 QUENTIN ROAD,2019-10-25,Residential,BROOKLYN,11223,40.606011,-73.978536,Bensonhurst East
9196,209 W 10TH STREET,2019-07-29,Residential,MANHATTAN,10003,40.734092,-74.004081,West Village
9198,78 EAST 53RD STREET,2019-10-21,Residential,BROOKLYN,11203,40.658188,-73.92815,Prospect Lefferts Gardens-Wingate
9218,76 SCRIBNER AVENUE,2019-07-01,Residential,STATEN ISLAND,10301,40.638109,-74.084947,West New Brighton-New Brighton-St. George
9224,2317 NEWKIRK AVENUE,2019-09-23,Residential,BROOKLYN,11226,40.639342,-73.9554,Flatbush
9225,92 ST. NICHOLAS AVENUE,2019-09-10,Residential,MANHATTAN,10026,40.802102,-73.952567,Central Harlem South
9232,1527 TAYLOR AVENUE,2019-10-08,Residential,BRONX,10460,40.838356,-73.866529,West Farms-Bronx River
9236,1991 SEDGWICK AVENUE,2019-09-19,Residential,BRONX,10453,40.857012,-73.916115,University Heights-Morris Heights
9251,202-04 HOLLIS AVENUE,2019-08-29,Residential,QUEENS,11412,40.706409,-73.755336,Hollis
9266,425 EAST 96TH STREET,2019-09-20,Residential,BROOKLYN,11212,40.657066,-73.916957,Rugby-Remsen Village
9268,107 EAST 56TH STREET,2019-07-02,Residential,BROOKLYN,11203,40.654639,-73.92486,Rugby-Remsen Village
9295,3258 CAMBRIDGE  AVEN UE,2019-08-13,Commercial,BRONX,10463,40.884933,-73.908243,Spuyten Duyvil-Kingsbridge
9300,444 SECOND AVENUE,2019-08-05,Residential,MANHATTAN,10010,40.739311,-73.97985,Murray Hill-Kips Bay
9302,36 EAST 60TH STREET,2019-09-05,Residential,MANHATTAN,10022,40.764014,-73.970496,Upper East Side-Carnegie Hill
9308,141-153 WEST 139TH STREET,2019-10-21,Residential,MANHATTAN,10030,40.817599,-73.941227,Central Harlem North-Polo Grounds
9310,65-23 PARSONS BLVD,2019-08-13,Residential,QUEENS,11365,40.736052,-73.81053,Pomonok-Flushing Heights-Hillcrest
9341,817 CROWN STREET APARTMENT 2R,2019-12-04,Residential,BROOKLYN,11213,40.665177,-73.93028,Crown Heights North
9343,1954 FIRST AVENUE,2019-08-27,Residential,MANHATTAN,10029,40.786214,-73.942529,East Harlem South
9371,3-02 ASTORIA BLVD.,2019-10-15,Residential,QUEENS,11102,40.773024,-73.933782,Old Astoria
9372,163-37 95TH STREET,2019-08-06,Residential,QUEENS,11414,40.65208,-73.836125,Lindenwood-Howard Beach
9390,402 BEACH 25TH ST,2019-10-04,Residential,QUEENS,11691,40.597664,-73.759739,Far Rockaway-Bayswater
9396,83-35 139TH STREET,2019-08-16,Residential,QUEENS,11435,40.712289,-73.819388,Briarwood-Jamaica Hills
9428,126 WEST 112TH ST,2019-12-10,Residential,MANHATTAN,10026,40.800129,-73.953161,Central Harlem South
9429,1100 FRANKLIN AVENUE,2019-09-26,Residential,BRONX,10456,40.82782,-73.906298,Morrisania-Melrose
9431,1505 TOWNSEND AVENUE,2019-10-10,Residential,BRONX,10452,40.84234,-73.915038,West Concourse
9439,1000 GRAND CONCOURSE,2019-08-28,Residential,BRONX,10451,40.82979,-73.921074,East Concourse-Concourse Village
9457,108-110 WEST 107TH STREET,2019-08-14,Commercial,MANHATTAN,10025,40.800158,-73.962967,Morningside Heights
9464,1057 BOYNTON AVE,2019-07-12,Residential,BRONX,10472,40.825364,-73.877478,Soundview-Bruckner
9471,530 HERZL STREET,2019-09-11,Residential,BROOKLYN,11212,40.656623,-73.912276,Brownsville
9472,344 MARION STREET,2019-10-03,Residential,BROOKLYN,11233,40.681235,-73.915618,Ocean Hill
9482,2111 HUGHES AVENUE,2019-08-14,Residential,BRONX,10457,40.849329,-73.890233,East Tremont
9483,210 CLINTON AVENUE - APT 9B,2019-08-05,Residential,BROOKLYN,11205,40.691975,-73.968592,Clinton Hill
9489,1686 METROPOLITAN AVE,2019-10-02,Residential,BRONX,10462,40.840537,-73.854797,Parkchester
9492,22-88 MOTT AVENUE,2019-07-26,Residential,QUEENS,11691,40.605953,-73.758355,Far Rockaway-Bayswater
9498,240 LOTT AVENUE,2019-09-20,Residential,BROOKLYN,11212,40.658396,-73.904629,Brownsville
9507,945 GRAND STREET,2019-10-04,Residential,BROOKLYN,11211,40.712984,-73.936456,East Williamsburg
9510,54 BARROW STREET,2019-08-06,Residential,MANHATTAN,10011,40.731959,-74.004756,West Village
9520,220 SOUTH STREET,2019-12-16,Commercial,MANHATTAN,10002,40.709452,-73.99433,Chinatown
9521,220 SOUTH STREET,2019-12-16,Commercial,MANHATTAN,10002,40.709452,-73.99433,Chinatown
9532,3908 BRONX BOULEVARD,2019-11-15,Residential,BRONX,10466,40.887273,-73.865155,Williamsbridge-Olinville
9547,45 EAST 66TH STREET,2019-10-03,Commercial,MANHATTAN,10065,40.767801,-73.967794,Upper East Side-Carnegie Hill
9548,86-18 102ND STREET,2019-08-12,Residential,QUEENS,11418,40.69576,-73.845672,Richmond Hill
9554,304 SUMPTER STREET,2019-12-09,Residential,BROOKLYN,11233,40.680881,-73.912172,Ocean Hill
9586,1514 UNIONPORT ROAD,2019-08-27,Residential,BRONX,10462,40.83628,-73.856397,Parkchester
9588,168-44 127TH AVENUE,2019-11-22,Residential,QUEENS,11434,40.678472,-73.773919,Springfield Gardens North
9589,39-86 47TH ST,2019-09-16,Residential,QUEENS,11104,40.746913,-73.917011,Hunters Point-Sunnyside-West Maspeth
9607,109-21 VAN WYCK EXPWY,2019-12-16,Residential,QUEENS,11435,40.686619,-73.807115,South Jamaica
9610,581 OCEAN PARKWAY - APT #4-A,2019-11-21,Residential,BROOKLYN,11218,40.634437,-73.972402,Kensington-Ocean Parkway
9615,1076 BROADWAY,2019-11-15,Commercial,BROOKLYN,11221,40.694588,-73.931011,Stuyvesant Heights
9617,888 MAIN STREET,2019-10-21,Residential,MANHATTAN,10044,40.769178,-73.943378,Lenox Hill-Roosevelt Island
9619,780 MACDONOUGH STREE T,2019-12-04,Residential,BROOKLYN,11233,40.684252,-73.915438,Ocean Hill
9634,62 MADISON AVENUE,2019-07-11,Commercial,MANHATTAN,10016,40.743487,-73.986088,Hudson Yards-Chelsea-Flatiron-Union Square
9645,1420 PINSON STREET,2019-09-10,Residential,QUEENS,11691,40.608834,-73.754973,Far Rockaway-Bayswater
9677,43-44 KISSENA BOULEVARD,2019-08-14,Residential,QUEENS,11355,40.754562,-73.823626,Flushing
9682,221 EAST 122ND STREET,2019-11-26,Residential,MANHATTAN,10035,40.801499,-73.936567,East Harlem North
9694,2066 MORRIS AVENUE,2019-12-17,Residential,BRONX,10453,40.853644,-73.905141,Mount Hope
9702,206 BEACH 32ND STREET,2019-12-19,Residential,QUEENS,11691,40.594792,-73.764434,Hammels-Arverne-Edgemere
9716,3305 FOSTER AVENUE,2019-09-30,Residential,BROOKLYN,11210,40.638803,-73.945229,East Flatbush-Farragut
9720,17 OCEAN COURT,2019-09-25,Residential,BROOKLYN,11223,40.590187,-73.966868,Gravesend
9734,2084 VALENTINE AVENU E,2019-10-31,Residential,BRONX,10457,40.852816,-73.899868,Mount Hope
9753,108 EAST 31ST STREET,2019-11-19,Residential,BROOKLYN,11226,40.648101,-73.948316,Erasmus
9760,709 SCHENCK AVENUE,2019-08-19,Residential,BROOKLYN,11207,40.663058,-73.885339,East New York (Pennsylvania Ave)
9763,1398 NOSTRAND AVENUE,2019-07-26,Residential,BROOKLYN,11226,40.652369,-73.949751,Prospect Lefferts Gardens-Wingate
9785,195-10 120TH AVE,2019-08-15,Residential,QUEENS,11412,40.689029,-73.754087,St. Albans
9791,516 EAST 78TH STREET,2019-12-12,Residential,MANHATTAN,10075,40.770293,-73.949965,Lenox Hill-Roosevelt Island
9808,1685 TOPPING AVENUE,2019-12-03,Residential,BRONX,10457,40.843799,-73.905852,Mount Hope
9812,1145 EAST 35TH ST,2019-12-02,Residential,BROOKLYN,11210,40.626172,-73.941925,Flatlands
9814,98-40 57TH AVENUE,2019-10-30,Residential,QUEENS,11368,40.738068,-73.86104,Corona
9816,146 BEACH 59TH STREET,2019-11-26,Residential,QUEENS,11692,40.59042,-73.788731,Hammels-Arverne-Edgemere
9829,743-755 FENIMORE ST.,2019-07-22,Residential,BROOKLYN,11203,40.659489,-73.937787,Prospect Lefferts Gardens-Wingate
9842,83 WELDON STREET,2019-11-21,Residential,BROOKLYN,11208,40.680111,-73.872027,Cypress Hills-City Line
9846,170-09 LITHONIA   AV ENUE,2019-11-08,Residential,QUEENS,11365,40.748555,-73.797765,East Flushing
9847,2522 NEWKIRK AVENUE,2019-08-05,Residential,BROOKLYN,11226,40.639701,-73.952921,Erasmus
9866,217 HAVEN AVENUE,2019-11-04,Residential,MANHATTAN,10033,40.8478,-73.942165,Washington Heights South
9872,205 EAST 17TH STREET,2019-08-07,Residential,BROOKLYN,11226,40.645798,-73.963352,Flatbush
9877,192 EAST 56TH STREET,2019-10-18,Residential,BROOKLYN,11203,40.652056,-73.924604,Rugby-Remsen Village
9884,2840 BRUNER AVENUE,2019-08-08,Residential,BRONX,10469,40.868319,-73.836041,Co-op City
9891,1163 UTICA AVENUE,2019-11-19,Commercial,BROOKLYN,11203,40.644015,-73.929542,Rugby-Remsen Village
9906,516 CHAUNCEY STREET,2019-07-11,Residential,BROOKLYN,11233,40.682484,-73.911308,Ocean Hill
9909,265 EAST 66TH STREET,2019-12-09,Residential,MANHATTAN,10065,40.765063,-73.961474,Lenox Hill-Roosevelt Island
9921,854 EIGHTH AVENUE APARTMENT 3A,2019-07-15,Residential,MANHATTAN,10019,40.763166,-73.985452,Midtown-Midtown South
9930,418 EAST 88TH STREET,2019-09-17,Residential,MANHATTAN,10128,40.777911,-73.947801,Yorkville
9940,706 MYRTLE AVENUE,2019-10-25,Residential,BROOKLYN,11205,40.694696,-73.95506,Bedford
9970,2251 SEDGWICK AVENUE,2019-10-30,Residential,BRONX,10468,40.861015,-73.910347,University Heights-Morris Heights
9975,1212 EAST 82ND ST,2019-10-09,Residential,BROOKLYN,11236,40.631166,-73.905893,Canarsie
9984,40 RICHMAN PLAZA,2019-10-01,Residential,BRONX,10453,40.852084,-73.922436,University Heights-Morris Heights
9993,1023 RUTLAND ROAD,2019-11-08,Residential,BROOKLYN,11212,40.663086,-73.925766,Rugby-Remsen Village
9998,1684 GRAND CONCOURSE,2019-08-05,Residential,BRONX,10457,40.844199,-73.911588,Mount Hope
10000,2102 BEVERLY ROAD,2019-07-05,Residential,BROOKLYN,11226,40.644981,-73.95878,Flatbush
10014,2525 NOSTRAND AVENUE - APT 4E,2019-09-30,Residential,BROOKLYN,11210,40.623103,-73.946167,Midwood
10017,717 EAST 220TH STREET,2019-11-22,Residential,BRONX,10467,40.884049,-73.861657,Williamsbridge-Olinville
10028,2802 OLINVILLE AVENU E,2019-08-22,Residential,BRONX,10467,40.866694,-73.868313,Bronxdale
10049,61-17 171ST STREET,2019-08-30,Residential,QUEENS,11366,40.737698,-73.798238,Pomonok-Flushing Heights-Hillcrest
10059,3043 TIEMANN AVENUE,2019-09-25,Residential,BRONX,10469,40.87113,-73.840315,Eastchester-Edenwald-Baychester
10066,3198 EDSON AVENUE,2019-07-09,Residential,BRONX,10469,40.875195,-73.836541,Co-op City
10083,2031 RYER AVENUE,2019-07-08,Residential,BRONX,10457,40.851242,-73.90136,Mount Hope
10103,3464 EASTCHESTER RD,2019-07-09,Residential,BRONX,10469,40.877874,-73.846811,Eastchester-Edenwald-Baychester
10116,2766 BARNES AVENUE,2019-09-26,Residential,BRONX,10467,40.866395,-73.86348,Bronxdale
10125,1575 GRAND CONCOURSE,2019-08-09,Residential,BRONX,10452,40.842552,-73.912168,West Concourse
10127,1 PROSPECT PARK SW,2019-08-05,Residential,BROOKLYN,11215,40.660761,-73.979405,Windsor Terrace
10135,240 LOTT AVENUE,2019-09-25,Residential,BROOKLYN,11212,40.658396,-73.904629,Brownsville
10140,1933 UNION STREET,2019-09-27,Residential,BROOKLYN,11233,40.667452,-73.92419,Crown Heights North
10141,1035 THIRD AVENUE ##,2019-08-27,Commercial,MANHATTAN,10065,40.762992,-73.965522,Lenox Hill-Roosevelt Island
10153,1 EDGAR TERR.,2019-08-09,Residential,STATEN ISLAND,10301,40.635831,-74.081305,Stapleton-Rosebank
10159,1675 UNIVERSITY AVENUE,2019-08-20,Residential,BRONX,10453,40.848661,-73.917994,University Heights-Morris Heights
10166,518 PENNSYLVANIA AVE,2019-09-19,Residential,BROOKLYN,11207,40.664408,-73.893966,East New York (Pennsylvania Ave)
10168,903 BELMONT AVENUE,2019-07-12,Residential,BROOKLYN,11208,40.673585,-73.875457,East New York
10170,927-929 COURTLANDT A VENUE,2019-07-16,Residential,BRONX,10451,40.825526,-73.914261,East Concourse-Concourse Village
10175,117-34 134TH STREET,2019-07-26,Residential,QUEENS,11420,40.676762,-73.805337,South Ozone Park
10201,444 SECOND AVENUE,2019-12-16,Residential,MANHATTAN,10010,40.739311,-73.97985,Murray Hill-Kips Bay
10202,1228 UNION AVE,2019-10-16,Residential,BRONX,10459,40.829455,-73.899058,Morrisania-Melrose
10214,2240 WALTON AVENUE,2019-11-26,Residential,BRONX,10453,40.857378,-73.903386,Fordham South
10217,100 ROSS STREET,2019-09-30,Commercial,BROOKLYN,11249,40.703951,-73.963136,Williamsburg
10232,362 89TH STREET,2019-12-13,Residential,BROOKLYN,11209,40.620976,-74.030312,Bay Ridge
10272,581 TIMPSON PLACE,2019-08-29,Residential,BRONX,10455,40.811782,-73.902498,Longwood
10291,956 HEMLOCK STREET,2019-10-16,Residential,BROOKLYN,11208,40.665066,-73.866494,East New York
10292,148-44 89TH AVENUE,2019-11-04,Residential,QUEENS,11435,40.704232,-73.807234,Jamaica
10295,206 WYONA STREET,2019-09-18,Residential,BROOKLYN,11207,40.674031,-73.893478,East New York (Pennsylvania Ave)
10303,3660 WALDO AVENUE,2019-09-11,Residential,BRONX,10463,40.886851,-73.904392,Spuyten Duyvil-Kingsbridge
10314,229-04 147TH AVENUE,2019-09-30,Residential,QUEENS,11413,40.65806,-73.752817,Springfield Gardens South-Brookville
10322,5450 POST ROAD,2019-11-13,Residential,BRONX,10471,40.902602,-73.897525,North Riverdale-Fieldston-Riverdale
10323,5450 POST ROAD,2019-11-13,Residential,BRONX,10471,40.902602,-73.897525,North Riverdale-Fieldston-Riverdale
10335,502 EAST 189TH STREE T,2019-08-13,Residential,BRONX,10458,40.858962,-73.889057,Belmont
10376,735 GARDEN STREET,2019-08-15,Residential,BRONX,10457,40.850398,-73.885037,Belmont
10380,1995 SEDGWICK AVENUE,2019-10-31,Residential,BRONX,10453,40.857135,-73.916086,University Heights-Morris Heights
10389,147-42 VILLAGE ROAD,2019-08-12,Residential,QUEENS,11435,40.716851,-73.812915,Kew Gardens Hills
10402,807 BERGEN STREET,2019-12-02,Residential,BROOKLYN,11238,40.677925,-73.961034,Crown Heights North
10404,807 SARATOGA AVENUE,2019-07-08,Residential,BROOKLYN,11212,40.660866,-73.915284,Brownsville
10408,331 BEACH 31ST   STR EET,2019-07-08,Residential,QUEENS,11691,40.596413,-73.763964,Hammels-Arverne-Edgemere
10412,1766 65TH STREET,2019-11-01,Residential,BROOKLYN,11204,40.619648,-73.991052,Bensonhurst West
10426,12 EAST 86TH STREET,2019-07-08,Commercial,MANHATTAN,10028,40.7813,-73.959901,Upper East Side-Carnegie Hill
10431,1367 EAST 103RD ST,2019-11-21,Residential,BROOKLYN,11236,40.639011,-73.887729,Canarsie
10444,196-17 JAMAICA AVENUE,2019-08-28,Residential,QUEENS,11423,40.713373,-73.763196,Hollis
10445,110-33 207TH STREET,2019-12-06,Residential,QUEENS,11429,40.706927,-73.749989,Queens Village
10446,1889 SEDGWICK AVENUE,2019-11-13,Commercial,BRONX,10453,40.854224,-73.917347,University Heights-Morris Heights
10448,1229 EAST 224 STREET,2019-09-20,Residential,BRONX,10466,40.881855,-73.845728,Eastchester-Edenwald-Baychester
10461,37 HEMLOCK STREET,2019-09-16,Residential,BROOKLYN,11208,40.688911,-73.872353,Cypress Hills-City Line
10469,133 SEAMAN AVENUE,2019-12-06,Residential,MANHATTAN,10034,40.868887,-73.922846,Marble Hill-Inwood
10482,3804 BAILEY AVENUE,2019-08-22,Residential,BRONX,10463,40.884241,-73.897662,Van Cortlandt Village
10485,492 WARWICK STREET,2019-07-01,Residential,BROOKLYN,11207,40.671465,-73.885364,East New York
10486,600 WEST 111TH STREE T,2019-08-27,Residential,MANHATTAN,10025,40.804962,-73.966559,Morningside Heights
10488,6 HENDRICKS AVE.,2019-07-29,Residential,STATEN ISLAND,10301,40.640703,-74.081531,West New Brighton-New Brighton-St. George
10504,90-21 76TH STREET,2019-11-15,Residential,QUEENS,11421,40.687168,-73.864607,Woodhaven
10512,49 CLARKSON AVENUE,2019-12-02,Residential,BROOKLYN,11226,40.654947,-73.958071,Prospect Lefferts Gardens-Wingate
10517,44 RED CEDAR LANE,2019-08-16,Residential,STATEN ISLAND,10309,40.539299,-74.222102,Charleston-Richmond Valley-Tottenville
10522,65 WEST 55TH STREET,2019-10-29,Residential,MANHATTAN,10019,40.762501,-73.976868,Midtown-Midtown South
10523,245 WORTMAN AVENUE,2019-11-08,Residential,BROOKLYN,11207,40.657282,-73.884224,East New York
10524,990 DECATUR STREET,2019-09-30,Residential,BROOKLYN,11207,40.68465,-73.911569,Bushwick South
10541,936 REV JAMES POLITE AVENUE,2019-07-10,Residential,BRONX,10459,40.82158,-73.898929,Longwood
10560,395 EAST 2ND STREET,2019-08-16,Residential,BROOKLYN,11218,40.641668,-73.978016,Kensington-Ocean Parkway
10565,37-14 PARSONS BLVD,2019-11-19,Residential,QUEENS,11354,40.763437,-73.822928,Flushing
10567,146-61 SHORE AVENUE - 2ND FL,2019-12-17,Residential,QUEENS,11435,40.693029,-73.801435,South Jamaica
10573,30-46 23RD STREET,2019-12-11,Residential,QUEENS,11102,40.768206,-73.927353,Old Astoria
10599,1320 EASTERN PARKWAY,2019-08-12,Residential,BROOKLYN,11233,40.66844,-73.92443,Crown Heights North
10600,951 HOE AVENUE,2019-07-23,Residential,BRONX,10459,40.822088,-73.89034,Hunts Point
10601,155-14 79TH STREET,2019-07-31,Residential,QUEENS,11414,40.66355,-73.854584,Lindenwood-Howard Beach
10603,124-06 HILLSIDE AVENUE,2019-07-16,Residential,QUEENS,11418,40.702556,-73.826869,Richmond Hill
10604,13-34 CAFFREY AVE,2019-07-22,Residential,QUEENS,11691,40.600358,-73.748605,Far Rockaway-Bayswater
10609,107-28 155TH STREET,2019-09-17,Residential,QUEENS,11433,40.695098,-73.797906,South Jamaica
10617,2940 OCEAN PARKWAY,2019-08-07,Residential,BROOKLYN,11235,40.579373,-73.967838,West Brighton
10618,1100 OCEAN AVENUE,2019-08-07,Residential,BROOKLYN,11230,40.635717,-73.958292,Flatbush
10621,1129 A EAST TREMONT AVENUE,2019-10-01,Residential,BRONX,10460,40.839956,-73.876396,East Tremont
10634,125 LENOX ROAD,2019-08-16,Residential,BROOKLYN,11226,40.653848,-73.955095,Prospect Lefferts Gardens-Wingate
10638,113 NASSAU ST,2019-07-10,Residential,MANHATTAN,10038,40.710836,-74.007041,Battery Park City-Lower Manhattan
10639,34 HILLSIDE AVENUE,2019-11-27,Residential,MANHATTAN,10040,40.858448,-73.929279,Washington Heights North
10654,140-60 BEECH AVENUE,2019-11-13,Residential,QUEENS,11355,40.754651,-73.822958,Flushing
10655,9504 FOSTER AVENUE,2019-10-23,Residential,BROOKLYN,11236,40.647279,-73.907308,Canarsie
10657,210 NEPTUNE LANE,2019-07-25,Residential,BRONX,10473,40.807242,-73.85319,Soundview-Castle Hill-Clason Point-Harding Park
10665,323 ROSE AVENUE,2019-07-10,Residential,STATEN ISLAND,10306,40.570686,-74.113434,New Dorp-Midland Beach
10666,235 HOYT STREET,2019-12-13,Residential,BROOKLYN,11217,40.683182,-73.990074,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
10667,3468 WILSON AVENUE,2019-11-19,Residential,BRONX,10469,40.87647,-73.851418,Eastchester-Edenwald-Baychester
10675,961 WASHINGTON AVE,2019-08-21,Residential,BROOKLYN,11225,40.665955,-73.961467,Crown Heights South
10681,515 WEST 143RD STREET,2019-11-21,Residential,MANHATTAN,10031,40.824495,-73.949856,Hamilton Heights
10682,515 WEST 143RD STREET,2019-11-21,Residential,MANHATTAN,10031,40.824495,-73.949856,Hamilton Heights
10687,691 GEORGIA AVENUE,2019-09-06,Residential,BROOKLYN,11207,40.659882,-73.893749,East New York (Pennsylvania Ave)
10693,922 BROADWAY,2019-11-19,Residential,BROOKLYN,11206,40.697467,-73.936136,Stuyvesant Heights
10705,518 EAST 22ND STREET,2019-07-29,Residential,BROOKLYN,11226,40.639609,-73.957032,Flatbush
10706,317 MILFORD STREET,2019-07-17,Residential,BROOKLYN,11208,40.671453,-73.876308,East New York
10715,435 WEST 46TH STREET,2019-12-09,Residential,MANHATTAN,10036,40.76149,-73.991932,Clinton
10716,2-8 EAST BROADWAY,2019-12-05,Residential,MANHATTAN,10038,40.71344,-73.997623,Chinatown
10724,630 GATES AVENUE,2019-10-09,Residential,BROOKLYN,11221,40.687443,-73.93987,Stuyvesant Heights
10732,389 EAST 48TH STREET,2019-09-09,Residential,BROOKLYN,11203,40.6523,-73.932384,East Flatbush-Farragut
10739,162-01 71ST AVE,2019-08-14,Residential,QUEENS,11365,40.730433,-73.806981,Pomonok-Flushing Heights-Hillcrest
10742,105 EAST 168TH STREET,2019-08-16,Residential,BRONX,10452,40.836362,-73.918157,West Concourse
10749,106-24 159TH STREET,2019-12-16,Residential,QUEENS,11433,40.697916,-73.795921,South Jamaica
10750,2911 BARNES AVENUE,2019-12-13,Residential,BRONX,10467,40.868234,-73.863443,Bronxdale
10774,2828 W. 16TH STREET,2019-09-25,Residential,BROOKLYN,11224,40.578242,-73.984006,Seagate-Coney Island
10804,97-31 LEFFERTS BLVD,2019-07-22,Residential,QUEENS,11419,40.690989,-73.826488,Richmond Hill
10809,1544 BOONE AVENUE,2019-07-17,Residential,BRONX,10459,40.833018,-73.885093,Crotona Park East
10812,18-21 26TH ROAD,2019-09-18,Residential,QUEENS,11106,40.773234,-73.926709,Old Astoria
10814,2326 LORING PLACE,2019-12-04,Residential,BRONX,10468,40.862196,-73.908017,Kingsbridge Heights
10833,1265 MORRISON AVENUE,2019-07-18,Residential,BRONX,10472,40.831254,-73.875036,West Farms-Bronx River
10839,543 WEST 43RD STREET,2019-11-01,Commercial,MANHATTAN,10036,40.760999,-73.99661,Clinton
10840,543 WEST 43RD STREET,2019-11-01,Commercial,MANHATTAN,10036,40.760999,-73.99661,Clinton
10867,159-28 92ND STREET,2019-08-27,Residential,QUEENS,11414,40.658446,-73.84073,Lindenwood-Howard Beach
10869,43-46 164TH STREET,2019-10-11,Residential,QUEENS,11358,40.757379,-73.802517,East Flushing
