,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
5858,710 DUMONT AVENUE,2018-03-29,Residential,BROOKLYN,11207,40.666595,-73.892383,East New York (Pennsylvania Ave)
5870,2617 HALPERIN AVENUE,2018-04-26,Residential,BRONX,10461,40.843145,-73.844065,Van Nest-Morris Park-Westchester Square
5871,1238 SIMPSON STREET,2018-05-31,Residential,BRONX,10459,40.82965,-73.892878,Morrisania-Melrose
5874,151-21 79TH STREET,2018-03-28,Residential,QUEENS,11414,40.666933,-73.855399,Lindenwood-Howard Beach
5876,145-14A HOOK CREEK BLVD.,2018-04-13,Residential,QUEENS,11422,40.657985,-73.726889,Rosedale
5883,2277 BATHGATE AVE,2018-04-17,Residential,BRONX,10457,40.854283,-73.892119,Claremont-Bathgate
5884,112-12 197TH STREET,2018-03-06,Residential,QUEENS,11412,40.701689,-73.758437,St. Albans
5885,475 CARLTON AVENUE,2018-02-22,Residential,BROOKLYN,11238,40.683478,-73.970918,Fort Greene
5888,119-34 224 STREET,2018-06-18,Residential,QUEENS,11411,40.69014,-73.738679,Cambria Heights
5891,4298 PARK AVENUE,2018-01-09,Residential,BRONX,10457,40.849883,-73.898065,Claremont-Bathgate
5894,42-72 80TH STREET,2018-05-21,Residential,QUEENS,11373,40.742725,-73.885068,Elmhurst
5898,2766 BARNES AVENUE,2018-01-02,Residential,BRONX,10467,40.866395,-73.86348,Bronxdale
5901,1889 SEDGWICK AVENUE,2018-06-18,Commercial,BRONX,10453,40.854224,-73.917347,University Heights-Morris Heights
5909,751 GERARD AVENUE,2018-05-16,Residential,BRONX,10451,40.824936,-73.926456,West Concourse
5912,546 WEST 146 STREET - APT 12A,2018-05-31,Residential,MANHATTAN,10031,40.826452,-73.948435,Hamilton Heights
5916,164-20 HIGHLAND AVENUE,2018-04-17,Residential,QUEENS,11432,40.710365,-73.799515,Jamaica
5919,3260 PERRY AVENUE,2018-02-15,Residential,BRONX,10467,40.876018,-73.876091,Norwood
5930,41 ELLIOT PLACE,2018-01-12,Residential,BRONX,10452,40.839196,-73.917052,West Concourse
5932,2300 BATHGATE AVENUE,2018-02-01,Residential,BRONX,10458,40.854815,-73.891598,Claremont-Bathgate
5935,2041 HOLLAND AVE AKA  2041-2047 HOLLAND *,2018-02-15,Residential,BRONX,10462,40.851648,-73.865867,Pelham Parkway
5941,224 WEST 35TH STREET,2018-03-29,Commercial,MANHATTAN,10001,40.752034,-73.991053,Midtown-Midtown South
5942,1558 BRYANT AVENUE,2018-01-23,Residential,BRONX,10460,40.833772,-73.886714,Crotona Park East
5947,652 JEROME STREET,2018-05-30,Residential,BROOKLYN,11207,40.664685,-73.884413,East New York (Pennsylvania Ave)
5959,7214 3RD AVENUE,2018-03-21,Commercial,BROOKLYN,11209,40.633348,-74.027029,Bay Ridge
5962,2181 STARLING AVE,2018-01-09,Residential,BRONX,10462,40.836313,-73.8527,Parkchester
5971,2995 MARION AVE,2018-05-31,Residential,BRONX,10458,40.869954,-73.8827,Bedford Park-Fordham North
5973,187-09 LINDEN BOULEVARD,2018-01-16,Residential,QUEENS,11412,40.692036,-73.765129,St. Albans
5980,322 E 109TH STREET,2018-03-01,Residential,MANHATTAN,10029,40.792238,-73.940306,East Harlem South
5982,137-55 BEDELL STREET,2018-01-26,Residential,QUEENS,11413,40.673395,-73.763248,Springfield Gardens North
5990,522 WEST 136TH STREET,2018-04-06,Residential,MANHATTAN,10031,40.820083,-73.952977,Manhattanville
5995,2885 BRIGGS AVENUE,2018-01-29,Residential,BRONX,10458,40.869721,-73.888034,Bedford Park-Fordham North
6009,14-01 36TH AVENUE,2018-01-23,Residential,QUEENS,11106,40.760205,-73.937473,Queensbridge-Ravenswood-Long Island City
6031,1726 COLDEN AVENUE,2018-04-05,Residential,BRONX,10462,40.847227,-73.855592,Van Nest-Morris Park-Westchester Square
6033,2654 MARION AVENUE,2018-03-27,Residential,BRONX,10458,40.864654,-73.89074,Bedford Park-Fordham North
6050,580 SUTTER AVENUE,2018-06-11,Residential,BROOKLYN,11207,40.669023,-73.897531,East New York (Pennsylvania Ave)
6052,1404 BROOKLYN AVENUE,2018-05-23,Residential,BROOKLYN,11210,40.638549,-73.942469,East Flatbush-Farragut
6053,224 EAST 88TH STREET,2018-05-23,Residential,BROOKLYN,11236,40.648047,-73.917228,Rugby-Remsen Village
6060,127-01 87TH ROAD,2018-03-19,Residential,QUEENS,11418,40.700743,-73.823621,Richmond Hill
6065,2839 WEST 33 STREET,2018-05-04,Residential,BROOKLYN,11224,40.576306,-73.999849,Seagate-Coney Island
6067,2680 HEATH AVENUE,2018-01-31,Residential,BRONX,10463,40.870799,-73.905756,Kingsbridge Heights
6069,424 WEST 146TH STREET,2018-02-20,Residential,MANHATTAN,10031,40.825064,-73.94514,Hamilton Heights
6072,301 EAST 143RD  STREET,2018-04-20,Residential,BRONX,10451,40.814581,-73.923874,Mott Haven-Port Morris
6093,635 EAST 233RD STREET,2018-01-29,Residential,BRONX,10466,40.894095,-73.859542,Williamsbridge-Olinville
6098,456 WYONA STREET,2018-03-30,Residential,BROOKLYN,11207,40.667464,-73.891812,East New York (Pennsylvania Ave)
6104,575 OCEAN AVENUE,2018-04-12,Residential,BROOKLYN,11226,40.648896,-73.960774,Flatbush
6115,1720 WOODBINE STREET,2018-06-22,Residential,QUEENS,11385,40.701568,-73.907756,Ridgewood
6118,140 ALCOTT PLACE,2018-02-14,Residential,BRONX,10475,40.872008,-73.830217,Co-op City
6122,237 EAST 91ST STREET,2018-03-28,Residential,BROOKLYN,11212,40.659073,-73.925623,Rugby-Remsen Village
6125,411 LAFAYETTE AVENUE,2018-02-02,Residential,BROOKLYN,11238,40.68901,-73.958955,Bedford
6134,1060 EAST 225TH STREET,2018-06-15,Residential,BRONX,10466,40.884593,-73.850398,Williamsbridge-Olinville
6138,45 WEST 8TH STREET A/K/A 45-47 WEST 8TH STREET APARTMENT NUMBER 4F,2018-01-29,Residential,MANHATTAN,10011,40.73314,-73.998416,West Village
6143,331 EAST 132ND ST,2018-05-29,Residential,BRONX,10454,40.806023,-73.927612,Mott Haven-Port Morris
6159,601 EAST 156TH ST,2018-01-18,Residential,BRONX,10455,40.819056,-73.909938,Melrose South-Mott Haven North
6166,1341 PLIMPTON AVENUE,2018-03-13,Residential,BRONX,10452,40.841367,-73.92384,Highbridge
6169,136 GRATTAN STREET,2018-01-18,Residential,BROOKLYN,11237,40.706298,-73.927691,Bushwick North
6171,1180 FOREST AVE,2018-04-19,Residential,BRONX,10456,40.829202,-73.901624,Morrisania-Melrose
6185,526 EAST 138TH STREE T     STORE#3,2018-06-19,Commercial,BRONX,10454,40.807249,-73.918533,Mott Haven-Port Morris
6188,1909 MAYFLOWER AVENUE,2018-01-19,Residential,BRONX,10461,40.850036,-73.83396,Pelham Bay-Country Club-City Island
6197,99-34 164TH AVENUE,2018-06-21,Residential,QUEENS,11414,40.651838,-73.830482,Lindenwood-Howard Beach
6199,241 WYONA STREET,2018-01-09,Residential,BROOKLYN,11207,40.673007,-73.893195,East New York
6201,420 EAST 62ND STREET,2018-03-30,Commercial,MANHATTAN,10065,40.761071,-73.959643,Lenox Hill-Roosevelt Island
6217,110-14 15TH AVE A/K/A 110-12 15TH AVE,2018-04-18,Residential,QUEENS,11356,40.783803,-73.856481,College Point
6218,362 WADSWORTH AVENUE,2018-03-14,Residential,MANHATTAN,10040,40.856247,-73.930279,Washington Heights North
6220,2020 GRAND AVENUE,2018-04-26,Residential,BRONX,10453,40.85348,-73.909858,University Heights-Morris Heights
6226,960 HANCOCK STREET - APT 3-R,2018-04-17,Residential,BROOKLYN,11233,40.686331,-73.917018,Ocean Hill
6231,116-17 139TH STREET,2018-03-26,Residential,QUEENS,11436,40.67934,-73.802539,Baisley Park
6233,1539 PARK PLACE,2018-02-16,Residential,BROOKLYN,11213,40.672133,-73.926405,Crown Heights North
6234,461 WILLIS AVENUE,2018-01-31,Residential,BRONX,10455,40.813966,-73.919341,Mott Haven-Port Morris
6247,310 EAST 2ND STREET,2018-01-25,Residential,MANHATTAN,10009,40.720081,-73.979203,Lower East Side
6255,65-54 MYRTLE AVENUE,2018-01-22,Residential,QUEENS,11385,40.701282,-73.888714,Glendale
6266,3340-3344 FT. INDEPENDENCE ST.,2018-02-23,Residential,BRONX,10463,40.878956,-73.899565,Van Cortlandt Village
6267,700 ROSEWOOD STREET,2018-04-13,Residential,BRONX,10467,40.873206,-73.866977,Williamsbridge-Olinville
6280,255 MARTENSE STREET,2018-02-15,Residential,BROOKLYN,11226,40.651653,-73.950667,Prospect Lefferts Gardens-Wingate
6284,210 STANLEY AVE.,2018-06-22,Residential,STATEN ISLAND,10301,40.634365,-74.092458,New Brighton-Silver Lake
6292,2999 EIGHTH AVENUE,2018-04-26,Residential,MANHATTAN,10039,40.831402,-73.935649,Central Harlem North-Polo Grounds
6319,805 ST. MARKS AVENUE,2018-06-13,Residential,BROOKLYN,11213,40.674976,-73.945628,Crown Heights North
6362,30 MACOMBS PLACE,2018-06-25,Residential,MANHATTAN,10039,40.826195,-73.938726,Central Harlem North-Polo Grounds
6385,103-17 129TH STREET,2018-02-16,Residential,QUEENS,11419,40.689989,-73.816784,South Ozone Park
6391,823 NOSTRAND AVENUE,2018-04-09,Residential,BROOKLYN,11225,40.668493,-73.950619,Crown Heights South
6392,403 BEACH 27TH ST,2018-06-01,Residential,QUEENS,11691,40.597565,-73.760683,Far Rockaway-Bayswater
6393,1359 41ST STREET,2018-06-04,Residential,BROOKLYN,11218,40.63876,-73.986207,Borough Park
6402,265 EAST 176TH STREET,2018-04-24,Residential,BRONX,10457,40.847382,-73.904373,Mount Hope
6417,1470 STERLING PLACE,2018-05-16,Residential,BROOKLYN,11213,40.671413,-73.929928,Crown Heights North
6422,305 CONVENT AVENUE,2018-06-19,Residential,MANHATTAN,10031,40.8231,-73.947342,Hamilton Heights
6425,143 BLEECKER STREET,2018-05-03,Residential,BROOKLYN,11221,40.696189,-73.92019,Bushwick South
6426,810 MIDWOOD STREET,2018-03-05,Residential,BROOKLYN,11203,40.661197,-73.933489,Prospect Lefferts Gardens-Wingate
6448,220 SOUTH STREET,2018-04-17,Commercial,MANHATTAN,10002,40.709452,-73.99433,Chinatown
6453,147-10 41ST AVENUE,2018-02-09,Residential,QUEENS,11355,40.761557,-73.817731,Murray Hill
6462,109-27 122ND STREET,2018-04-20,Residential,QUEENS,11420,40.682714,-73.819389,South Ozone Park
6471,141 EAST 96TH STREET,2018-03-09,Commercial,MANHATTAN,10028,40.785988,-73.951199,East Harlem South
6477,91 HILL STREET,2018-06-08,Residential,BROOKLYN,11208,40.679008,-73.869942,Cypress Hills-City Line
6485,1930 HARRISON AVENUE,2018-03-23,Residential,BRONX,10453,40.853769,-73.91044,University Heights-Morris Heights
6486,180 PARKHILL AVE.,2018-04-02,Residential,STATEN ISLAND,10304,40.614572,-74.082129,Grymes Hill-Clifton-Fox Hills
6487,220 PARK AVENUE SOUTH  APT 7E,2018-02-20,Residential,MANHATTAN,10003,40.737061,-73.988666,Hudson Yards-Chelsea-Flatiron-Union Square
6500,3931 DE REIMER AVENUE,2018-05-14,Residential,BRONX,10466,40.889208,-73.841313,Woodlawn-Wakefield
6504,1072 DEKALB AVENUE,2018-05-11,Residential,BROOKLYN,11221,40.693609,-73.931863,Stuyvesant Heights
6520,1997 HUGHES AVENUE,2018-02-13,Residential,BRONX,10457,40.847066,-73.891593,East Tremont
6522,775 CONCOURSE  VILLAGE EAST,2018-04-11,Residential,BRONX,10451,40.823224,-73.919763,East Concourse-Concourse Village
6528,1133 EAST 224TH ST,2018-06-05,Residential,BRONX,10466,40.882957,-73.848315,Eastchester-Edenwald-Baychester
6537,2074 WALLACE AVENUE,2018-06-11,Residential,BRONX,10462,40.85267,-73.86486,Pelham Parkway
6543,721 EAST 5TH STREET,2018-01-18,Residential,MANHATTAN,10009,40.722713,-73.979281,Lower East Side
6550,250 W. 131ST STREET,2018-05-31,Residential,MANHATTAN,10027,40.813609,-73.947653,Central Harlem North-Polo Grounds
6551,108-25 ROOSEVELT AVENUE MIDDLE FLOOR,2018-03-20,Residential,QUEENS,11368,40.75086,-73.858306,North Corona
6552,331 BEACH 27 STREET,2018-06-13,Residential,QUEENS,11691,40.597227,-73.760623,Far Rockaway-Bayswater
6553,3510 BAINBRIDGE AVE,2018-06-04,Residential,BRONX,10467,40.881313,-73.878395,Norwood
6556,3580 WEBSTER AVENUE,2018-05-08,Residential,BRONX,10467,40.881458,-73.870388,park-cemetery-etc-Bronx
6574,1259 GRANT AVENUE,2018-03-05,Residential,BRONX,10456,40.834383,-73.914517,East Concourse-Concourse Village
6575,3802 GLENWOOD ROAD,2018-03-01,Residential,BROOKLYN,11210,40.634477,-73.939954,East Flatbush-Farragut
6576,375 GREENWICH STREET,2018-06-13,Commercial,MANHATTAN,10013,40.719704,-74.010242,SoHo-TriBeCa-Civic Center-Little Italy
6583,2 PAERDEGAT 3RD STREET,2018-01-30,Residential,BROOKLYN,11236,40.631445,-73.91134,Canarsie
6587,61-50 219TH STREET,2018-04-19,Residential,QUEENS,11364,40.748054,-73.758659,Oakland Gardens
6601,8415 4TH AVENUE,2018-03-23,Residential,BROOKLYN,11209,40.623903,-74.027889,Bay Ridge
6616,141 BEACH 98TH STREET,2018-02-22,Residential,QUEENS,11694,40.583689,-73.819023,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
6628,3031 W. 23RD STREET,2018-06-05,Residential,BROOKLYN,11224,40.573242,-73.989529,Seagate-Coney Island
6629,195 STEUBEN STREET,2018-02-27,Residential,STATEN ISLAND,10304,40.60893,-74.083235,Grymes Hill-Clifton-Fox Hills
6631,381 EAST 160TH  STREET,2018-01-12,Residential,BRONX,10451,40.823833,-73.914964,Morrisania-Melrose
6636,147-20 224TH STREET,2018-05-21,Residential,QUEENS,11413,40.658696,-73.757739,Springfield Gardens South-Brookville
6643,8657 15TH AVENUE,2018-05-03,Residential,BROOKLYN,11228,40.61028,-74.010668,Bath Beach
6646,220-19 JAMAICA AVENUE,2018-06-01,Residential,QUEENS,11428,40.71912,-73.734048,Queens Village
6659,582 NEW JERSEY AVENU E,2018-01-23,Residential,BROOKLYN,11207,40.665168,-73.893132,East New York (Pennsylvania Ave)
6660,1175 FINDLAY AVENUE,2018-05-30,Residential,BRONX,10456,40.832271,-73.912652,East Concourse-Concourse Village
6669,470 OCEAN AVENUE,2018-03-14,Residential,BROOKLYN,11226,40.651446,-73.961288,Flatbush
6680,220 WEST 16TH STREET,2018-02-13,Residential,MANHATTAN,10001,40.740224,-73.999549,Hudson Yards-Chelsea-Flatiron-Union Square
6686,1354 NEW YORK AVENUE,2018-01-26,Residential,BROOKLYN,11210,40.639876,-73.945502,East Flatbush-Farragut
6688,18 SCOTT A GADELL PL,2018-06-11,Residential,QUEENS,11691,40.603205,-73.750046,Far Rockaway-Bayswater
6692,405 EAST 29TH STREET,2018-02-27,Residential,BROOKLYN,11226,40.640657,-73.94945,Erasmus
6695,1671 LINCOLN PLACE,2018-01-10,Residential,BROOKLYN,11233,40.669223,-73.921408,Ocean Hill
6696,2401 DAVIDSON AVENUE,2018-05-18,Residential,BRONX,10468,40.861665,-73.903072,Kingsbridge Heights
6711,11275 SEAVIEW AVENUE,2018-02-05,Residential,BROOKLYN,11239,40.643527,-73.877874,Starrett City
6712,3661 NOSTRAND AVENUE,2018-03-30,Residential,BROOKLYN,11229,40.594606,-73.940753,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
6716,1171 60TH STREET,2018-03-21,Residential,BROOKLYN,11219,40.630647,-74.001513,Borough Park
6720,488 ST NICHOLAS AVE AKA 488-490 ST NICHO,2018-06-08,Residential,MANHATTAN,10030,40.81656,-73.948258,Central Harlem North-Polo Grounds
6722,394 EAST 91ST STREET,2018-05-02,Residential,BROOKLYN,11212,40.656123,-73.922372,Rugby-Remsen Village
6736,1175 EAST 229TH  STREET,2018-01-31,Residential,BRONX,10466,40.885649,-73.844008,Eastchester-Edenwald-Baychester
6739,304 EAST 90TH STREET,2018-04-27,Residential,MANHATTAN,10128,40.78025,-73.949463,Yorkville
6742,3764 BRONX BLVD,2018-03-08,Residential,BRONX,10467,40.883981,-73.866196,Williamsbridge-Olinville
6761,20 CATHERINE SLIP,2018-06-13,Residential,MANHATTAN,10038,40.709543,-73.996162,Chinatown
6770,105 WILLIS AVENUE,2018-04-19,Residential,BRONX,10454,40.805788,-73.925307,Mott Haven-Port Morris
6788,910-930 THIERIOT AVENUE,2018-06-25,Commercial,BRONX,10473,40.824046,-73.862616,Soundview-Castle Hill-Clason Point-Harding Park
6791,1490 DUMONT AVENUE,2018-04-02,Residential,BROOKLYN,11208,40.670952,-73.86251,East New York
6793,2508 BROADWAY,2018-02-16,Residential,MANHATTAN,10025,40.792999,-73.972975,Upper West Side
6804,160 WEST 66TH STREET,2018-03-20,Residential,MANHATTAN,10023,40.774428,-73.98354,Lincoln Square
6810,3121 FARRAGUT ROAD,2018-05-31,Residential,BROOKLYN,11210,40.636355,-73.946769,Flatbush
6811,806 DREW STREET,2018-03-12,Residential,BROOKLYN,11208,40.670181,-73.861087,East New York
6823,501 WEST 187TH STREET,2018-05-09,Residential,MANHATTAN,10033,40.851961,-73.928364,Washington Heights North
6827,124 SUMPTER STREET,2018-05-15,Residential,BROOKLYN,11233,40.679938,-73.920372,Stuyvesant Heights
6829,205 ALEXANDER AVENUE,2018-02-08,Residential,BRONX,10454,40.808909,-73.925994,Mott Haven-Port Morris
6838,935 EAST 163RD STREET,2018-02-06,Commercial,BRONX,10459,40.821007,-73.89665,Longwood
6840,143-45 SANFORD AVE,2018-02-28,Residential,QUEENS,11355,40.758515,-73.822002,Flushing
6844,219 WEST 145 STREET,2018-05-15,Residential,MANHATTAN,10039,40.822004,-73.939918,Central Harlem North-Polo Grounds
6854,220 SOUTH STREET,2018-04-10,Commercial,MANHATTAN,10002,40.709452,-73.99433,Chinatown
6869,174-39 POLHEMUS AVE,2018-02-23,Residential,QUEENS,11433,40.701824,-73.782153,South Jamaica
6874,1668 MONTGOMERY AVENUE,2018-01-11,Residential,BRONX,10453,40.849052,-73.919822,University Heights-Morris Heights
6878,3405 KINGS HIGHWAY,2018-05-09,Residential,BROOKLYN,11234,40.620328,-73.941577,Flatlands
6882,156 WEIRFIELD STREET,2018-04-23,Residential,BROOKLYN,11221,40.689884,-73.912294,Bushwick South
6885,505 E 161 ST,2018-04-19,Residential,BRONX,10451,40.823077,-73.910044,Morrisania-Melrose
6893,1328 EAST 87TH STREE T,2018-04-03,Residential,BROOKLYN,11236,40.631628,-73.900182,Canarsie
6894,501 EAST 165TH ST,2018-05-17,Residential,BRONX,10456,40.826701,-73.908363,Morrisania-Melrose
6910,113-44 199TH STREET   2ND FLOOR,2018-01-24,Residential,QUEENS,11412,40.700493,-73.755917,St. Albans
6913,2766 BARNES AVENUE,2018-01-10,Residential,BRONX,10467,40.866395,-73.86348,Bronxdale
6917,64 SAINT EDWARDS ST,2018-03-28,Residential,BROOKLYN,11205,40.695117,-73.978128,Fort Greene
6923,23 NEW LOTS AVENUE,2018-02-09,Residential,BROOKLYN,11212,40.656943,-73.904044,Brownsville
6935,724 EAST 27TH STREET,2018-04-18,Residential,BROOKLYN,11210,40.633003,-73.950973,Flatbush
6939,165 WEST END AVENUE,2018-04-17,Commercial,BROOKLYN,11235,40.577729,-73.95304,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
6942,855 VAN DUZER STREET,2018-04-17,Residential,STATEN ISLAND,10304,40.61828,-74.086121,Stapleton-Rosebank
6944,151 RIDGE STREET,2018-06-01,Residential,MANHATTAN,10002,40.720238,-73.98255,Lower East Side
6961,60-01 56TH ROAD A/K/ A 56-15 60TH STREET,2018-06-11,Residential,QUEENS,11378,40.72451,-73.905967,Maspeth
6963,2111 SOUTHERN BOULEVARD,2018-04-12,Residential,BRONX,10460,40.846343,-73.884177,East Tremont
6964,219 EDGECOMBE AVENUE,2018-01-17,Residential,MANHATTAN,10030,40.822994,-73.944166,Hamilton Heights
6975,25-21 31ST AVENUE,2018-06-18,Residential,QUEENS,11106,40.765641,-73.926219,Old Astoria
6985,1871 ARCHER STREET,2018-04-19,Commercial,BRONX,10460,40.837831,-73.864001,West Farms-Bronx River
6987,1925 SEVENTH AVENUE,2018-06-21,Residential,MANHATTAN,10026,40.803434,-73.952361,Central Harlem South
6999,753 EAST 147TH STREET,2018-04-06,Residential,BRONX,10455,40.811435,-73.907896,Mott Haven-Port Morris
7015,3321 FENTON AVENUE,2018-03-20,Residential,BRONX,10469,40.874823,-73.847299,Eastchester-Edenwald-Baychester
7016,1175 WHEELER AVENUE,2018-02-20,Residential,BRONX,10472,40.827674,-73.879924,Soundview-Bruckner
7023,6516 OCEAN AVENUE  NORTH #2,2018-01-12,Residential,QUEENS,11692,40.590387,-73.794456,Hammels-Arverne-Edgemere
7037,1506 OCEAN AVE.,2018-04-23,Residential,BROOKLYN,11230,40.625157,-73.956296,Midwood
7040,89-24 150TH STREET,2018-06-29,Residential,QUEENS,11435,40.70438,-73.80552,Jamaica
7042,2541 7TH AVENUE,2018-04-09,Residential,MANHATTAN,10039,40.823024,-73.938049,Central Harlem North-Polo Grounds
7049,173-175 EAST 151ST S TREET,2018-03-01,Residential,BRONX,10451,40.820948,-73.92735,West Concourse
7050,1410 PARKCHESTER ROAD,2018-01-17,Residential,BRONX,10462,40.835677,-73.859835,Parkchester
7057,2330 WASHINGTON AVEN UE,2018-05-17,Residential,BRONX,10458,40.856081,-73.892395,Claremont-Bathgate
7058,368 THROOP AVENUE,2018-05-03,Residential,BROOKLYN,11221,40.691699,-73.942964,Bedford
7062,16 GRANT AVENUE,2018-05-22,Residential,BROOKLYN,11208,40.690321,-73.868881,Cypress Hills-City Line
7064,3578 JEROME AVENUE,2018-06-19,Commercial,BRONX,10467,40.884838,-73.879625,Norwood
7073,1382 SHAKESPEARE AVENUE,2018-01-18,Residential,BRONX,10452,40.841533,-73.921573,Highbridge
7076,425 LINWOOD STREET,2018-01-23,Residential,BROOKLYN,11208,40.67494,-73.882849,East New York
7079,610 EAST 11TH STREET,2018-05-21,Residential,MANHATTAN,10009,40.727231,-73.97893,Lower East Side
7085,2 LEROY STREET  APT 2FL,2018-01-03,Residential,STATEN ISLAND,10314,40.594132,-74.18677,New Springville-Bloomfield-Travis
7088,51-25 VAN KLEECK STREET,2018-04-11,Residential,QUEENS,11373,40.736428,-73.882257,Elmhurst-Maspeth
7089,20-26 SEAGIRT BOULEVARD,2018-02-09,Residential,QUEENS,11691,40.59519,-73.755319,Far Rockaway-Bayswater
7100,2854 WELLMAN AVENUE,2018-02-14,Residential,BRONX,10461,40.841373,-73.835146,Schuylerville-Throgs Neck-Edgewater Park
7101,681 EAST 224TH,2018-02-20,Residential,BRONX,10466,40.88739,-73.86174,Williamsbridge-Olinville
7103,2300 FIFTH AVENUE,2018-04-30,Residential,MANHATTAN,10037,40.81551,-73.935632,Central Harlem North-Polo Grounds
7105,3033 WALLACE AVE,2018-05-07,Residential,BRONX,10467,40.870112,-73.864322,Bronxdale
7108,824 E.181ST STREET,2018-04-03,Residential,BRONX,10460,40.847054,-73.884364,East Tremont
7110,25 NAGLE AVENUE,2018-01-11,Residential,MANHATTAN,10040,40.859527,-73.930355,Washington Heights North
7121,699 MANHATTAN AVENUE,2018-05-01,Commercial,BROOKLYN,11222,40.725683,-73.951889,Greenpoint
7139,964 SHERMAN AVENUE,2018-04-17,Residential,BRONX,10456,40.828137,-73.91915,East Concourse-Concourse Village
7148,1802 LURTING AVENUE,2018-05-18,Residential,BRONX,10461,40.849512,-73.854095,Van Nest-Morris Park-Westchester Square
7159,256 EAST 37TH ST,2018-02-26,Residential,BROOKLYN,11203,40.65073,-73.942793,East Flatbush-Farragut
7165,1900-1928 JEROME AVE,2018-06-13,Commercial,BRONX,10453,40.85042,-73.910369,Mount Hope
7172,65 JEFFERSON STREET,2018-05-07,Residential,MANHATTAN,10002,40.711711,-73.98836,Lower East Side
7182,230 EAST 58TH STREET,2018-05-15,Commercial,MANHATTAN,10022,40.760549,-73.96617,Turtle Bay-East Midtown
7183,85-86 88TH STREET,2018-06-14,Residential,QUEENS,11421,40.694995,-73.857033,Woodhaven
7189,89-48 146TH STREET,2018-02-09,Commercial,QUEENS,11435,40.702707,-73.809301,Jamaica
7194,415 EAST 12TH STREET APT. 3,2018-01-29,Residential,MANHATTAN,10009,40.729625,-73.982598,East Village
7195,2 ELLWOOD STREET,2018-01-10,Residential,MANHATTAN,10040,40.859089,-73.927688,Washington Heights North
7198,90-36 192ND STREET A/K/A 90-33 192ND STREET THIRD FLOOR APT.,2018-05-24,Residential,QUEENS,11423,40.713419,-73.768354,Hollis
7206,705 NINTH AVENUE,2018-04-30,Residential,MANHATTAN,10019,40.762431,-73.989734,Clinton
7207,2512 UNIVERSITY AVE,2018-05-24,Residential,BRONX,10468,40.865686,-73.903034,Kingsbridge Heights
7221,447 EAST 116TH STREET,2018-03-05,Residential,MANHATTAN,10029,40.795358,-73.933853,East Harlem North
7230,1240 WASHINGTON AVE,2018-05-22,Residential,BRONX,10456,40.831759,-73.906621,Claremont-Bathgate
7234,215 ALEXANDER AVENUE,2018-02-01,Residential,BRONX,10454,40.809422,-73.925617,Mott Haven-Port Morris
7237,45 SKINNER LANE,2018-04-12,Residential,STATEN ISLAND,10310,40.639997,-74.117104,West New Brighton-New Brighton-St. George
7240,109-30 160TH STREET,2018-05-01,Residential,QUEENS,11433,40.693495,-73.791683,South Jamaica
7250,3101 FOSTER AVENUE,2018-05-25,Residential,BROOKLYN,11210,40.638669,-73.947416,East Flatbush-Farragut
7256,240 PARKHILL AVE.,2018-01-09,Residential,STATEN ISLAND,10304,40.612889,-74.082977,Grymes Hill-Clifton-Fox Hills
7258,1456 NEW YORK AVENUE,2018-05-03,Residential,BROOKLYN,11210,40.637416,-73.945237,Flatbush
7262,320 VANDERBILT AVE.,2018-04-05,Residential,STATEN ISLAND,10304,40.617482,-74.081499,Grymes Hill-Clifton-Fox Hills
7266,912 COURTLANDT AVE,2018-03-29,Residential,BRONX,10451,40.825304,-73.914572,East Concourse-Concourse Village
7274,38-05 52ND STREET,2018-04-27,Residential,QUEENS,11104,40.749753,-73.911663,Hunters Point-Sunnyside-West Maspeth
7278,119-07 ROCKAWAY BLVD,2018-01-08,Residential,QUEENS,11420,40.676098,-73.818956,South Ozone Park
7290,220 SOUTH STREET,2018-04-04,Commercial,MANHATTAN,10002,40.709452,-73.99433,Chinatown
7298,559 WEST 140 STREET,2018-01-09,Residential,MANHATTAN,10031,40.822869,-73.951794,Hamilton Heights
7306,249 ALBANY AVENUE,2018-01-18,Residential,BROOKLYN,11213,40.672157,-73.939141,Crown Heights North
7323,96-10 57TH AVENUE,2018-02-16,Residential,QUEENS,11368,40.736982,-73.864614,Corona
7330,315 PULASKI ST - APT 2-A,2018-05-08,Residential,BROOKLYN,11206,40.69364,-73.938242,Stuyvesant Heights
7335,109 POST AVENUE,2018-03-29,Residential,MANHATTAN,10034,40.864365,-73.920545,Marble Hill-Inwood
7337,724 EAST 160TH ST,2018-01-19,Residential,BRONX,10456,40.820688,-73.90578,Melrose South-Mott Haven North
7341,200 STERLING PLACE,2018-01-17,Residential,BROOKLYN,11238,40.676237,-73.971166,Park Slope-Gowanus
7342,123 ESSEX STREET,2018-05-24,Residential,BROOKLYN,11208,40.681657,-73.883161,Cypress Hills-City Line
7348,111-21 131ST STREET,2018-03-02,Residential,QUEENS,11420,40.683019,-73.811384,South Ozone Park
7351,3459 EASTCHESTER ROA D,2018-03-20,Residential,BRONX,10469,40.877979,-73.846894,Eastchester-Edenwald-Baychester
