,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
20371,3614 AVENUE K,2017-10-20,Residential,BROOKLYN,11210,40.625071,-73.940204,Flatlands
20373,413 PENNSYLVANIA AVE,2017-07-03,Residential,BROOKLYN,11207,40.667198,-73.894657,East New York (Pennsylvania Ave)
20381,357 AVENUE P,2017-12-18,Residential,BROOKLYN,11204,40.608661,-73.974483,Bensonhurst East
20390,775 SOUTHERN BLVD,2017-11-02,Residential,BRONX,10455,40.815631,-73.89694,Longwood
20399,611 EAST 182 STREET,2017-10-27,Residential,BRONX,10457,40.851755,-73.889427,Belmont
20406,214 DUFFIELD STREET,2017-09-11,Residential,BROOKLYN,11201,40.691649,-73.984375,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
20411,529 WEST 187TH STREE T,2017-10-05,Residential,MANHATTAN,10033,40.852294,-73.929152,Washington Heights North
20414,110 ROCHESTER AVENUE,2017-08-14,Residential,BROOKLYN,11233,40.675351,-73.927728,Crown Heights North
20420,22-15 HIMROD STREET,2017-07-18,Residential,QUEENS,11385,40.712094,-73.907734,Ridgewood
20422,57-15 SHORE FRONT PARKWAY,2017-12-06,Residential,QUEENS,11692,40.592112,-73.787819,Hammels-Arverne-Edgemere
20423,29 E. FORDHAM ROAD,2017-10-23,Commercial,BRONX,10468,40.862337,-73.899908,Bedford Park-Fordham North
20439,1080 WHEELER AVENUE AKA 1500 WATSON AVEN,2017-09-27,Residential,BRONX,10472,40.825294,-73.879347,Soundview-Bruckner
20451,1935 BEDFORD AVENUE,2017-08-15,Residential,BROOKLYN,11225,40.657837,-73.956588,Prospect Lefferts Gardens-Wingate
20454,94-05 222ND STREET,2017-07-27,Residential,QUEENS,11428,40.720651,-73.732574,Queens Village
20466,1 WEST 137TH STREET,2017-09-06,Residential,MANHATTAN,10037,40.814249,-73.937154,Central Harlem North-Polo Grounds
20468,1565 TOWNSEND AVENUE,2017-11-16,Residential,BRONX,10452,40.843427,-73.914263,West Concourse
20486,114-46 TAIPEI COURT,2017-10-31,Residential,QUEENS,11356,40.788718,-73.853397,College Point
20500,56 VERMONT STREET,2017-09-07,Residential,BROOKLYN,11207,40.678672,-73.895634,Cypress Hills-City Line
20510,155 BEACH 116TH STRE ET,2017-12-19,Residential,QUEENS,11694,40.578948,-73.836715,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
20512,137-47 45TH AVENUE,2017-10-04,Residential,QUEENS,11355,40.750968,-73.822831,Flushing
20525,395 EAST 151ST STREE T,2017-11-15,Residential,BRONX,10455,40.817621,-73.917501,Melrose South-Mott Haven North
20526,168-46 119TH AVENUE,2017-08-02,Residential,QUEENS,11434,40.683417,-73.776048,Baisley Park
20547,1420 AVENUE P,2017-11-09,Residential,BROOKLYN,11229,40.610323,-73.959248,Homecrest
20551,2405 SNYDER AVENUE,2017-10-12,Residential,BROOKLYN,11226,40.648704,-73.954673,Erasmus
20563,559 WEST 190TH STREE T,2017-08-21,Residential,MANHATTAN,10040,40.854511,-73.928679,Washington Heights North
20564,612 BEECH TERRACE,2017-08-11,Residential,BRONX,10454,40.809455,-73.913845,Mott Haven-Port Morris
20571,365 PULASKI STREET,2017-10-11,Residential,BROOKLYN,11206,40.693883,-73.93615,Stuyvesant Heights
20581,770 EAST 221ST ST,2017-11-14,Residential,BRONX,10467,40.884382,-73.86017,Williamsbridge-Olinville
20588,108-52 217TH PLACE,2017-08-24,Residential,QUEENS,11429,40.709419,-73.739898,Queens Village
20589,84-20 85TH ROAD,2017-07-27,Residential,QUEENS,11421,40.695079,-73.861176,Woodhaven
20593,3515 ROCHAMBEAU AVEN UE,2017-09-08,Residential,BRONX,10467,40.882079,-73.879168,Norwood
20601,21-54 CRESCENT ST,2017-07-27,Residential,QUEENS,11105,40.779554,-73.913515,Steinway
20603,137 WEST 141ST STREET - APT 23,2017-11-15,Residential,MANHATTAN,10030,40.818268,-73.938939,Central Harlem North-Polo Grounds
20612,1775 FULTON AVENUE,2017-08-10,Residential,BRONX,10457,40.842979,-73.896984,Claremont-Bathgate
20620,577 EMPIRE BLVD.,2017-11-13,Residential,BROOKLYN,11225,40.664089,-73.94316,Crown Heights South
20624,912 COURTLANDT AVE,2017-08-09,Residential,BRONX,10451,40.825304,-73.914572,East Concourse-Concourse Village
20629,1771 MONROE AVENUE,2017-11-28,Residential,BRONX,10457,40.846168,-73.906539,Mount Hope
20656,767 THIRD AVENUE -,2017-11-21,Commercial,MANHATTAN,10017,40.754276,-73.971879,Turtle Bay-East Midtown
20665,645 EAST 231ST STREET,2017-09-01,Residential,BRONX,10466,40.892624,-73.859914,Williamsbridge-Olinville
20686,1063 TELLER AVENUE,2017-12-08,Residential,BRONX,10456,40.82903,-73.913548,East Concourse-Concourse Village
20687,1269 COLLEGE AVENUE,2017-08-02,Residential,BRONX,10456,40.834425,-73.912414,East Concourse-Concourse Village
20688,100 BELLAMY LOOP,2017-12-01,Residential,BRONX,10475,40.87261,-73.825656,Co-op City
20691,947 EAST 227TH STREET,2017-11-14,Residential,BRONX,10466,40.886956,-73.852555,Williamsbridge-Olinville
20693,93-26 86TH ROAD,2017-10-31,Residential,QUEENS,11421,40.694851,-73.851977,Woodhaven
20700,1769 VYSE AVENUE,2017-12-18,Residential,BRONX,10460,40.837226,-73.885707,Crotona Park East
20705,155-19 JEWEL AVENUE,2017-08-16,Residential,QUEENS,11367,40.732166,-73.812511,Pomonok-Flushing Heights-Hillcrest
20707,134-45 166TH PLACE,2017-07-14,Residential,QUEENS,11434,40.672337,-73.77372,Springfield Gardens North
20719,787 EAST 185TH STREET,2017-09-21,Residential,BRONX,10460,40.852302,-73.882359,Belmont
20721,2339 PROSPECT AVENUE,2017-07-12,Residential,BRONX,10458,40.852405,-73.883371,Belmont
20726,105-40 62ND ROAD,2017-10-02,Residential,QUEENS,11375,40.73575,-73.853211,Forest Hills
20732,201 DYCKMAN STREET,2017-10-16,Commercial,MANHATTAN,10040,40.864874,-73.926832,Marble Hill-Inwood
20733,146 BEACH 59TH ST,2017-07-07,Residential,QUEENS,11692,40.59042,-73.788731,Hammels-Arverne-Edgemere
20734,504 WEST 172ND  STREET,2017-08-24,Residential,MANHATTAN,10032,40.842436,-73.935458,Washington Heights South
20737,2054 EAST 12TH ST,2017-09-15,Residential,BROOKLYN,11229,40.599476,-73.960277,Homecrest
20756,5718 FORT HAMILTON PARKWAY,2017-11-03,Residential,BROOKLYN,11219,40.634413,-74.003599,Borough Park
20757,72-65 150TH STREET,2017-09-06,Residential,QUEENS,11367,40.726431,-73.816734,Kew Gardens Hills
20811,2736 FENTON AVE 2ND FLOOR,2017-08-18,Residential,BRONX,10469,40.865849,-73.844333,Allerton-Pelham Gardens
20813,35-43 84TH STREET,2017-12-19,Residential,QUEENS,11372,40.751623,-73.882746,Jackson Heights
20821,98-25 HORACE HARDING  EXPWY.,2017-09-29,Residential,QUEENS,11368,40.735678,-73.859843,Corona
20826,30 RICHMAN PLAZA,2017-09-21,Residential,BRONX,10453,40.851999,-73.922515,University Heights-Morris Heights
20828,725 RIVERSIDE DR,2017-08-08,Residential,MANHATTAN,10031,40.830084,-73.949761,Hamilton Heights
20834,152 WEST 36TH STREET,2017-08-24,Commercial,MANHATTAN,10018,40.751806,-73.988588,Midtown-Midtown South
20840,155 WYONA STREET,2017-08-03,Residential,BROOKLYN,11207,40.675313,-73.893786,East New York
20849,5735 KINGS HIGHWAY,2017-08-18,Residential,BROOKLYN,11203,40.651512,-73.923199,Rugby-Remsen Village
20866,207 PORT RICHMOND AVE.,2017-07-25,Commercial,STATEN ISLAND,10302,40.636253,-74.134601,Port Richmond
20871,208 WEST 23RD STREET,2017-08-01,Residential,MANHATTAN,10011,40.744338,-73.99624,Hudson Yards-Chelsea-Flatiron-Union Square
20880,11118 FLATLANDS AVEN UE,2017-07-25,Commercial,BROOKLYN,11207,40.650273,-73.890964,Starrett City
20884,268 FOUNTAIN AVENUE,2017-10-23,Commercial,BROOKLYN,11208,40.673269,-73.874867,East New York
20887,495 EAST NEW YORK AVENUE,2017-09-13,Residential,BROOKLYN,11225,40.66184,-73.946403,Prospect Lefferts Gardens-Wingate
20892,201 EAST MT. EDEN AVENUE,2017-09-14,Residential,BRONX,10457,40.842926,-73.909421,Mount Hope
20906,1650 METROPOLITAN AVENUE,2017-09-27,Residential,BRONX,10462,40.840372,-73.856008,Parkchester
20915,117 EAST 118TH STREET,2017-08-15,Residential,MANHATTAN,10035,40.800294,-73.941506,East Harlem North
20920,124 EAST 177TH STREE T,2017-10-23,Residential,BRONX,10453,40.849556,-73.907482,Mount Hope
20925,392 MARION STREET,2017-07-14,Residential,BROOKLYN,11233,40.681484,-73.913466,Ocean Hill
20926,620 WEST 42ND ST,2017-12-15,Residential,MANHATTAN,10036,40.761199,-73.999235,Hudson Yards-Chelsea-Flatiron-Union Square
20933,1215 ELDER AVENUE,2017-08-11,Residential,BRONX,10472,40.829219,-73.879332,West Farms-Bronx River
20934,144-06 88TH AVENUE,2017-08-17,Residential,QUEENS,11435,40.704209,-73.811634,Jamaica
20949,770 EAST 221ST ST,2017-11-14,Residential,BRONX,10467,40.884382,-73.86017,Williamsbridge-Olinville
20954,2374 UNIVERSITY AVE.,2017-10-25,Residential,BRONX,10468,40.861917,-73.905671,Kingsbridge Heights
20966,1581 PRESIDENT ST,2017-09-18,Residential,BROOKLYN,11213,40.667261,-73.935635,Crown Heights North
20970,60 ST. NICHOLAS AVENUE,2017-10-25,Residential,MANHATTAN,10026,40.800887,-73.952507,Central Harlem South
20974,920 WESTCHESTER AVE,2017-09-14,Residential,BRONX,10459,40.82167,-73.897707,Longwood
20976,2445 FREDERICK DOUGLAS BLVD,2017-10-05,Residential,MANHATTAN,10027,40.81404,-73.948357,Central Harlem North-Polo Grounds
20990,8-05 COLLEGE PLACE,2017-09-15,Residential,QUEENS,11356,40.790057,-73.847064,College Point
20996,2175 EAST 15TH STREE T,2017-10-05,Residential,BROOKLYN,11229,40.597399,-73.956119,Madison
21001,2414 CRESTON AVE.,2017-09-15,Residential,BRONX,10468,40.860904,-73.899129,Fordham South
21024,513 E 13TH ST,2017-10-03,Residential,MANHATTAN,10009,40.729391,-73.98004,East Village
21027,97-07 67TH AVENUE,2017-11-20,Residential,QUEENS,11374,40.723128,-73.856255,Forest Hills
21032,287 LINDEN BLVD.,2017-08-01,Residential,BROOKLYN,11226,40.652723,-73.948439,Erasmus
21034,2079 MOHEGAN AVENUE,2017-11-20,Residential,BRONX,10460,40.844924,-73.883981,East Tremont
21056,72 HIMROD STREET,2017-08-02,Residential,BROOKLYN,11221,40.695725,-73.924132,Bushwick South
21058,2847 BRIGGS AVENUE,2017-10-03,Residential,BRONX,10458,40.86929,-73.888761,Bedford Park-Fordham North
21063,955 EVERGREEN AVENUE,2017-12-18,Residential,BRONX,10473,40.822396,-73.879644,Soundview-Castle Hill-Clason Point-Harding Park
21073,114-55 202ND STREET,2017-11-20,Residential,QUEENS,11412,40.699393,-73.752383,St. Albans
21087,2333 GRAND AVENUE,2017-07-17,Residential,BRONX,10463,40.860771,-73.90465,Kingsbridge Heights
21090,240 EAST 86TH STREET,2017-11-22,Residential,MANHATTAN,10028,40.778402,-73.953014,Yorkville
21092,530 WEST 45TH STREET,2017-09-20,Residential,MANHATTAN,10036,40.762132,-73.995473,Clinton
21098,10 AVE D,2017-08-04,Residential,MANHATTAN,10009,40.720364,-73.978438,Lower East Side
21099,4020 LACONIA AVENUE,2017-07-21,Residential,BRONX,10466,40.885638,-73.848334,Eastchester-Edenwald-Baychester
21114,694 EAST 141ST STREET,2017-10-03,Residential,BRONX,10454,40.807291,-73.912677,Mott Haven-Port Morris
21118,442 EAST 105 STREET,2017-07-17,Residential,MANHATTAN,10029,40.788265,-73.938952,East Harlem South
21124,280 EAST 166 STREET,2017-11-08,Residential,BRONX,10456,40.830371,-73.91522,East Concourse-Concourse Village
21133,1669 RANDALL AVENUE,2017-07-28,Residential,BRONX,10473,40.816559,-73.86761,Soundview-Castle Hill-Clason Point-Harding Park
21138,1125 IRVING AVENUE,2017-09-27,Residential,QUEENS,11385,40.692363,-73.902673,Ridgewood
21143,1111 DEKALB AVENUE 3RD FLOOR,2017-07-14,Commercial,BROOKLYN,11221,40.69377,-73.930597,Stuyvesant Heights
21145,435 FT WASHINGTON  AVE,2017-07-17,Residential,MANHATTAN,10033,40.849645,-73.938805,Washington Heights South
21148,211 WEST 144TH STREET,2017-10-16,Residential,MANHATTAN,10030,40.821241,-73.940194,Central Harlem North-Polo Grounds
21149,130 LENOX ROAD,2017-08-07,Residential,BROOKLYN,11226,40.65384,-73.954997,Prospect Lefferts Gardens-Wingate
21155,236 HANCOCK STREET,2017-08-01,Residential,BROOKLYN,11216,40.682969,-73.946187,Bedford
21163,3121 NEW ENGLAND THRUWAY,2017-07-19,Residential,BRONX,10469,40.874614,-73.835291,Co-op City
21182,1485 MACOMBS ROAD,2017-11-27,Residential,BRONX,10452,40.842603,-73.917987,Highbridge
21185,1805 CLINTON AVENUE,2017-09-12,Residential,BRONX,10457,40.842195,-73.892612,East Tremont
21192,109-18 MERRICK BOULEVARD,2017-10-10,Commercial,QUEENS,11433,40.696876,-73.7839,South Jamaica
21197,702 ROCKAWAY AVENUE,2017-08-17,Residential,BROOKLYN,11212,40.662769,-73.908984,Brownsville
21201,1871 SCHIEFFELIN PL,2017-11-08,Residential,BRONX,10466,40.882868,-73.843765,Eastchester-Edenwald-Baychester
21209,412 WEST 44TH STREET,2017-11-09,Residential,MANHATTAN,10036,40.760005,-73.992358,Clinton
21213,ONE COLUMBUS PL A/K/ A 400-424 W 59TH ST A/K/A 925 9TH AVENUE,2017-09-28,Residential,MANHATTAN,10019,40.768916,-73.985,Lincoln Square
21216,2647 SEDGWICK AVENUE,2017-11-16,Residential,BRONX,10468,40.869502,-73.904438,Kingsbridge Heights
21225,3201 GLENWOOD ROAD,2017-08-14,Residential,BROOKLYN,11210,40.634134,-73.945719,Flatbush
21228,1194 CLAY AVENUE,2017-10-17,Residential,BRONX,10456,40.832006,-73.910813,East Concourse-Concourse Village
21235,184 CLARKSON AVENUE,2017-09-27,Residential,BROOKLYN,11226,40.655182,-73.953977,Prospect Lefferts Gardens-Wingate
21245,1420 NOBLE AVENUE,2017-10-02,Residential,BRONX,10472,40.835139,-73.871003,West Farms-Bronx River
21252,2329 MOTT AVENUE,2017-12-18,Residential,QUEENS,11691,40.606295,-73.760172,Far Rockaway-Bayswater
21260,2318 CROTONA AVE,2017-12-13,Residential,BRONX,10458,40.852403,-73.88438,Belmont
21301,901 LIVONIA AVENUE,2017-12-18,Residential,BROOKLYN,11207,40.666333,-73.883552,East New York
21311,333 E 102ND STREET,2017-11-16,Residential,MANHATTAN,10029,40.787598,-73.943196,East Harlem South
21324,55 EAST 210TH STREET,2017-08-24,Residential,BRONX,10467,40.880197,-73.882133,Norwood
21334,5085 BROADWAY,2017-10-04,Residential,MANHATTAN,10034,40.870715,-73.914763,Marble Hill-Inwood
21336,2400 7TH AVENUE AKA/ 2400 ADAM CLAYTON *,2017-10-18,Residential,MANHATTAN,10030,40.818535,-73.941356,Central Harlem North-Polo Grounds
21340,15 NORTH STREET,2017-12-11,Residential,BRONX,10468,40.859862,-73.903686,Fordham South
21341,302 WEST 37TH STREET AKA 537 8TH AVENUE - CORNER STORE & BASEMENT,2017-09-01,Commercial,MANHATTAN,10018,40.754282,-73.99255,Hudson Yards-Chelsea-Flatiron-Union Square
21346,1736 EAST 4TH STREET,2017-08-29,Residential,BROOKLYN,11223,40.60801,-73.969758,Homecrest
21347,155-43 78TH STREET,2017-12-15,Residential,QUEENS,11414,40.663011,-73.855454,Lindenwood-Howard Beach
21356,1495 MORRIS AVENUE,2017-09-26,Residential,BRONX,10457,40.840492,-73.909854,East Concourse-Concourse Village
21357,365 EAST 184TH ST,2017-09-22,Residential,BRONX,10458,40.857802,-73.895508,Fordham South
21373,29 EAST 198TH STREET,2017-08-22,Commercial,BRONX,10468,40.871114,-73.892569,Van Cortlandt Village
21375,708 OCEAN AVENUE,2017-10-12,Residential,BROOKLYN,11226,40.645522,-73.960152,Flatbush
21387,3480 THIRD AVE,2017-10-10,Residential,BRONX,10456,40.830169,-73.906233,Claremont-Bathgate
21393,858 BECK STREET,2017-12-05,Residential,BRONX,10459,40.818268,-73.896715,Longwood
21399,2376 HOFFMAN STREET,2017-11-01,Residential,BRONX,10458,40.855441,-73.888947,Belmont
21411,3871 SEDGWICK AVENUE,2017-11-06,Residential,BRONX,10463,40.883008,-73.894376,Van Cortlandt Village
21422,103 OSGOOD AVENUE,2017-12-07,Residential,STATEN ISLAND,10304,40.61882,-74.082394,Stapleton-Rosebank
21433,42 WEST 94TH STREET,2017-09-28,Residential,MANHATTAN,10025,40.790862,-73.966833,Upper West Side
21462,352 E 91ST STREET,2017-10-13,Residential,MANHATTAN,10128,40.780535,-73.948192,Yorkville
21473,134-19 166TH PLACE,2017-08-25,Residential,QUEENS,11434,40.672724,-73.773676,Springfield Gardens North
21482,5 METROPOLITAN OVAL,2017-10-13,Residential,BRONX,10462,40.838831,-73.860013,Parkchester
21498,1902 CHURCH AVENUE A /K/A 1 EAST 19TH STR EET,2017-09-05,Residential,BROOKLYN,11226,40.64983,-73.961988,Flatbush
21519,1151 EAST 229TH  STREET,2017-07-14,Residential,BRONX,10466,40.886169,-73.845052,Eastchester-Edenwald-Baychester
21525,1423 DEKALB AVENUE,2017-07-14,Residential,BROOKLYN,11237,40.70021,-73.923276,Bushwick North
21531,3242 OLINVILLE AVENUE,2017-07-24,Residential,BRONX,10467,40.87226,-73.868226,Williamsbridge-Olinville
21532,289 SOUTH 1ST STREET,2017-12-14,Residential,BROOKLYN,11211,40.711879,-73.95612,North Side-South Side
21534,868 FAILE STREET,2017-10-25,Residential,BRONX,10474,40.818715,-73.887578,Hunts Point
21541,1326 GRAND CONCOURSE,2017-10-31,Residential,BRONX,10456,40.837238,-73.915027,East Concourse-Concourse Village
21542,546 LIBERTY AVENUE,2017-12-15,Residential,BROOKLYN,11207,40.675414,-73.889629,East New York
21550,195-06 WOODHULL AVE,2017-11-02,Residential,QUEENS,11423,40.711606,-73.76519,Hollis
21555,32-06 35TH AVENUE,2017-12-06,Residential,QUEENS,11106,40.757674,-73.927556,Astoria
21557,2194 UNIVERSITY AVENUE,2017-08-11,Residential,BRONX,10453,40.858466,-73.908782,University Heights-Morris Heights
21564,1563 BASSETT AVENUE,2017-08-18,Residential,BRONX,10461,40.854073,-73.841216,Pelham Parkway
21568,2212 ST. RAYMOND'S A VENUE,2017-09-15,Residential,BRONX,10462,40.8378,-73.852252,Westchester-Unionport
21572,11 GRAHAM AVENUE,2017-11-09,Residential,BROOKLYN,11206,40.7017,-73.942284,East Williamsburg
21573,1000 SIMPSON STREET,2017-10-10,Residential,BRONX,10459,40.823408,-73.89291,Hunts Point
21574,2537 CHURCH AVE,2017-09-18,Residential,BROOKLYN,11226,40.650642,-73.953436,Prospect Lefferts Gardens-Wingate
21585,760 ALBANY AVENUE,2017-08-21,Residential,BROOKLYN,11203,40.655491,-73.93951,East Flatbush-Farragut
21592,1265 MORRISON AVENUE,2017-09-13,Residential,BRONX,10472,40.831254,-73.875036,West Farms-Bronx River
21595,146 EAST 19TH STREET,2017-09-19,Residential,BROOKLYN,11226,40.645987,-73.961467,Flatbush
21599,384 EAST 194TH ST,2017-09-26,Residential,BRONX,10458,40.86333,-73.889914,Belmont
21607,136 HENDRICKS AVENUE,2017-08-31,Residential,STATEN ISLAND,10301,40.640049,-74.086038,West New Brighton-New Brighton-St. George
21613,643 WILCOX AVENUE,2017-10-31,Residential,BRONX,10465,40.828104,-73.814915,Schuylerville-Throgs Neck-Edgewater Park
21622,1704 SEDDON STREET,2017-12-08,Residential,BRONX,10461,40.841247,-73.849787,Westchester-Unionport
21626,927 FOSTER AVENUE,2017-11-15,Residential,BROOKLYN,11230,40.631878,-73.967665,Flatbush
21629,1173 NELSON AVENUE,2017-12-15,Residential,BRONX,10452,40.837078,-73.925807,Highbridge
21636,78 HIGHLAND PLACE,2017-09-22,Residential,BROOKLYN,11208,40.683657,-73.881752,Cypress Hills-City Line
21658,1413-15 FULTON  AVENUE,2017-07-06,Residential,BRONX,10457,40.834941,-73.901669,Claremont-Bathgate
21675,85 CROOKE AVENUE,2017-12-06,Residential,BROOKLYN,11226,40.652737,-73.962743,Flatbush
21679,920 WESTCHESTER AVE,2017-08-03,Residential,BRONX,10459,40.82167,-73.897707,Longwood
21684,950 GATES AVENUE,2017-12-13,Residential,BROOKLYN,11221,40.689062,-73.925777,Stuyvesant Heights
21688,209 ATKINS AVENUE,2017-09-28,Residential,BROOKLYN,11208,40.673849,-73.878817,East New York
21691,68-10 FOREST AVENUE,2017-10-31,Residential,QUEENS,11385,40.703333,-73.901384,Ridgewood
21693,835 HOME STREET,2017-11-22,Residential,BRONX,10459,40.827824,-73.898764,Morrisania-Melrose
21718,1250 MORRISON AVENUE,2017-09-13,Residential,BRONX,10472,40.831117,-73.874982,West Farms-Bronx River
21725,973 DUMONT AVE,2017-08-09,Residential,BROOKLYN,11208,40.66807,-73.882547,East New York
21729,890 PROSPECT AVENUE,2017-07-25,Residential,BRONX,10459,40.820819,-73.901137,Longwood
21746,636 BAKER AVENUE 3RD FLOOR,2017-07-18,Residential,BRONX,10460,40.841844,-73.866161,Van Nest-Morris Park-Westchester Square
21755,1496 LONGFELLOW AVEN UE,2017-12-07,Residential,BRONX,10460,40.832226,-73.886605,Crotona Park East
21759,647 EAST 14TH STREET,2017-10-16,Residential,MANHATTAN,10009,40.7286,-73.976003,Stuyvesant Town-Cooper Village
21760,151 HENDRICKS AVENUE,2017-10-20,Residential,STATEN ISLAND,10301,40.639985,-74.086628,West New Brighton-New Brighton-St. George
21762,20 EXCHANGE PLACE,2017-11-01,Residential,MANHATTAN,10005,40.705634,-74.009378,Battery Park City-Lower Manhattan
21766,145 LUDLOW STREET,2017-12-19,Residential,MANHATTAN,10002,40.720628,-73.988088,Chinatown
21778,240 CENTRAL PARK SOUTH APARTMENT 9-A,2017-09-18,Residential,MANHATTAN,10019,40.767307,-73.980134,Midtown-Midtown South
21780,2266 ANDREWS AVENUE,2017-08-24,Residential,BRONX,10468,40.860774,-73.90794,Kingsbridge Heights
21792,893 CROTONA PARK NORTH AKA 893 CROTONA PARK NO,2017-08-14,Residential,BRONX,10460,40.839515,-73.888421,East Tremont
21804,2125 CRUGER AVENUE,2017-08-14,Residential,BRONX,10462,40.854061,-73.866718,Pelham Parkway
21824,510 WEST 134TH STREET,2017-11-01,Residential,MANHATTAN,10031,40.818604,-73.953625,Manhattanville
21829,509 TINTON AVENUE,2017-11-02,Residential,BRONX,10455,40.811755,-73.906667,Mott Haven-Port Morris
21832,2559 GRAND CONCOURSE,2017-10-23,Residential,BRONX,10468,40.863687,-73.896211,Bedford Park-Fordham North
21844,240 BENZIGER AVENUE,2017-07-21,Residential,STATEN ISLAND,10301,40.639396,-74.085694,West New Brighton-New Brighton-St. George
21859,1446 PACIFIC STREET,2017-09-18,Residential,BROOKLYN,11216,40.677236,-73.942277,Crown Heights North
21860,586 74TH STREET,2017-08-28,Residential,BROOKLYN,11209,40.629435,-74.020416,Bay Ridge
21866,2555 GRAND CONCOURSE,2017-12-15,Residential,BRONX,10468,40.863618,-73.896262,Bedford Park-Fordham North
21867,547 WEST 157TH STREET,2017-09-01,Residential,MANHATTAN,10032,40.833556,-73.943652,Washington Heights South
21873,286 EAST 206 STREET  SECOND FLOOR,2017-07-12,Residential,BRONX,10467,40.874932,-73.878862,Norwood
21880,71 BRIGHTON COURT,2017-11-20,Residential,BROOKLYN,11235,40.587559,-73.964864,Brighton Beach
21887,371 MACON ST,2017-08-02,Residential,BROOKLYN,11233,40.68258,-73.936666,Stuyvesant Heights
21907,108-31 44TH AVENUE,2017-09-29,Residential,QUEENS,11368,40.748216,-73.856929,North Corona
21909,1872 BATHGATE AVE.,2017-07-06,Residential,BRONX,10457,40.846012,-73.897486,Claremont-Bathgate
21915,1669 CORNELIA STREET,2017-11-29,Residential,QUEENS,11385,40.699166,-73.90667,Ridgewood
21926,31-80 44TH STREET,2017-09-12,Residential,QUEENS,11103,40.758017,-73.91538,Astoria
21930,4379 MATILDA AVENUE,2017-11-14,Residential,BRONX,10466,40.898607,-73.856602,Woodlawn-Wakefield
21954,341 DUMONT AVENUE,2017-12-01,Residential,BROOKLYN,11212,40.664395,-73.907389,Brownsville
21978,1526 BEACH AVENUE,2017-09-19,Residential,BRONX,10460,40.838354,-73.867317,West Farms-Bronx River
21985,43-24 40TH STREET,2017-07-20,Residential,QUEENS,11104,40.745041,-73.924026,Hunters Point-Sunnyside-West Maspeth
21990,2871 GRAND CONCOURSE,2017-09-20,Residential,BRONX,10468,40.870538,-73.890357,Van Cortlandt Village
21992,845 COLUMBUS AVENUE,2017-09-07,Residential,MANHATTAN,10025,40.796398,-73.964934,Upper West Side
22017,604 WEST 162ND STREE T,2017-08-31,Residential,MANHATTAN,10032,40.837362,-73.943052,Washington Heights South
22018,40 WEST 120TH STREET,2017-10-06,Residential,MANHATTAN,10027,40.803815,-73.946007,Central Harlem South
22020,146-39 SOUTH ROAD  1ST FLOOR,2017-07-24,Residential,QUEENS,11435,40.693948,-73.802821,Jamaica
22021,1778 PITKIN AVENUE,2017-09-05,Residential,BROOKLYN,11212,40.670168,-73.907442,Brownsville
22022,760 ELDERT LANE,2017-09-26,Residential,BROOKLYN,11208,40.671675,-73.863381,East New York
22031,424 DEAN STREET,2017-07-20,Commercial,BROOKLYN,11217,40.682395,-73.977332,Park Slope-Gowanus
22033,108 FIELD PLACE A/K/ A 2338 MORRIS AVENUE,2017-09-19,Residential,BRONX,10468,40.859237,-73.90086,Fordham South
22038,2087 CRESTON AVENUE,2017-12-12,Residential,BRONX,10453,40.853755,-73.903926,Mount Hope
22043,126 ST. ANNS AVENUE,2017-11-21,Commercial,BRONX,10454,40.803761,-73.919642,Mott Haven-Port Morris
22045,166-33 89TH AVENUE,2017-07-14,Residential,QUEENS,11432,40.708153,-73.795179,Jamaica
22051,222 LENOX ROAD,2017-10-26,Residential,BROOKLYN,11226,40.654023,-73.951909,Prospect Lefferts Gardens-Wingate
22069,1350 UNIVERSITY AVENUE,2017-07-20,Residential,BRONX,10452,40.841498,-73.926648,Highbridge
22076,137-72 70TH AVENUE,2017-08-31,Residential,QUEENS,11367,40.728021,-73.827575,Kew Gardens Hills
22078,1773 WEEKS AVENUE,2017-07-19,Residential,BRONX,10457,40.846128,-73.907458,Mount Hope
22084,34-18 91ST STREET,2017-07-20,Residential,QUEENS,11372,40.754032,-73.876574,Jackson Heights
22085,238 EAST 26TH STREET,2017-08-04,Residential,BROOKLYN,11226,40.643933,-73.95273,Erasmus
22090,11634 200TH ST A/K/A 116-34 200TH ST,2017-11-16,Residential,QUEENS,11412,40.695361,-73.752618,St. Albans
22097,1055 EAST 230TH STRE ET   UNIT 2,2017-07-25,Residential,BRONX,10466,40.887921,-73.84779,Williamsbridge-Olinville
22104,8831 20TH AVENUE,2017-10-02,Residential,BROOKLYN,11214,40.599853,-74.003165,Bath Beach
22105,520 WEST 17TH STREET,2017-09-28,Commercial,MANHATTAN,10011,40.744278,-74.00734,Hudson Yards-Chelsea-Flatiron-Union Square
22118,311 EAST 32ND STREET,2017-08-30,Residential,BROOKLYN,11226,40.642855,-73.946793,East Flatbush-Farragut
22120,530 WEST 45TH STREET,2017-09-20,Residential,MANHATTAN,10036,40.762132,-73.995473,Clinton
22126,69-12 DE COSTA AVENU E,2017-08-04,Residential,QUEENS,11692,40.598228,-73.799099,Hammels-Arverne-Edgemere
